item,condition,object,human_prob,n_participants_engaged,n_participants_total,human_prob_unconditional,pct_elsewhere,is_target,llm_prob,human_prob_analysis,llm_prob_analysis
5,restrictive,acorns,0.0,1,13,0.0,0.9230769230769231,False,0.0001,0.0,0.0001
5,restrictive,ball,0.0,1,13,0.0,0.9230769230769231,True,0.9999,0.0,0.9999
5,restrictive,paper plane,0.0,1,13,0.0,0.9230769230769231,False,0.0,0.0,0.0
5,restrictive,shuttle cock,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.0,1.0,0.0
6,non-restrictive,animal,0.0,2,13,0.0,0.8461538461538461,False,0.2223,,0.5865435356200528
6,non-restrictive,cactus,0.0,2,13,0.0,0.8461538461538461,False,0.0057,,0.01503957783641161
6,non-restrictive,moon,0.0,2,13,0.0,0.8461538461538461,False,0.151,,0.39841688654353563
6,restrictive,animal,0.0,8,15,0.0,0.4666666666666667,False,0.0021,0.0,0.0021
6,restrictive,cactus,0.0,8,15,0.0,0.4666666666666667,False,0.0007,0.0,0.0007
6,restrictive,moon,0.25,8,15,0.13333333333333333,0.4666666666666667,False,0.0039,0.25,0.0039
6,restrictive,mountain,0.75,8,15,0.4,0.4666666666666667,True,0.9933,0.75,0.9933
7,non-restrictive,jug,1.0,1,15,0.06666666666666667,0.9333333333333333,False,0.0175,1.0,0.018067313648564943
7,non-restrictive,knife,0.0,1,15,0.0,0.9333333333333333,False,0.9511,0.0,0.981932686351435
7,non-restrictive,weighing scales,0.0,1,15,0.0,0.9333333333333333,False,0.0,0.0,0.0
7,restrictive,jug,0.3333333333333333,3,13,0.07692307692307693,0.7692307692307693,False,0.0055,0.3333333333333333,0.0055
7,restrictive,knife,0.0,3,13,0.0,0.7692307692307693,False,0.0933,0.0,0.0933
7,restrictive,mushrooms,0.3333333333333333,3,13,0.07692307692307693,0.7692307692307693,True,0.9013,0.3333333333333333,0.9013
7,restrictive,weighing scales,0.3333333333333333,3,13,0.07692307692307693,0.7692307692307693,False,0.0,0.3333333333333333,0.0
8,non-restrictive,microscope,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0023,0.5,1.0
8,non-restrictive,toy bear,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0,0.5,0.0
8,non-restrictive,tv monitor,0.0,2,13,0.0,0.8461538461538461,False,0.0,0.0,0.0
8,restrictive,child,0.25,4,15,0.06666666666666667,0.7333333333333333,True,0.9996,0.25,0.9996
8,restrictive,microscope,0.5,4,15,0.13333333333333333,0.7333333333333333,False,0.0004,0.5,0.0004
8,restrictive,toy bear,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0,0.25,0.0
8,restrictive,tv monitor,0.0,4,15,0.0,0.7333333333333333,False,0.0,0.0,0.0
9,non-restrictive,table,0.0,5,15,0.0,0.6666666666666666,False,0.87,0.0,0.926517571884984
9,non-restrictive,telephone,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0388,0.5,0.04132055378061768
9,non-restrictive,television,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0302,0.5,0.032161874334398294
9,restrictive,piano,0.0,2,13,0.0,0.8461538461538461,True,0.9797,0.0,0.9797
9,restrictive,table,1.0,2,13,0.15384615384615385,0.8461538461538461,False,0.0082,1.0,0.0082
9,restrictive,telephone,0.0,2,13,0.0,0.8461538461538461,False,0.0045,0.0,0.0045
9,restrictive,television,0.0,2,13,0.0,0.8461538461538461,False,0.0076,0.0,0.0076
10,non-restrictive,bag,,0,13,0.0,1.0,False,0.0353,,0.03581574675324675
10,non-restrictive,cup,,0,13,0.0,1.0,False,0.0049,,0.004971590909090909
10,non-restrictive,door,,0,13,0.0,1.0,False,0.9454,,0.9592126623376623
10,restrictive,bag,0.5,4,15,0.13333333333333333,0.7333333333333333,False,0.0037,0.5,0.0037
10,restrictive,book,0.0,4,15,0.0,0.7333333333333333,True,0.9926,0.0,0.9926
10,restrictive,cup,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0004,0.25,0.0004
10,restrictive,door,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0033,0.25,0.0033
11,non-restrictive,dog,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.5351,0.25,0.5465781409601634
11,non-restrictive,mirror,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.4439,0.25,0.45342185903983656
11,non-restrictive,wastebin,0.5,4,15,0.13333333333333333,0.7333333333333333,False,0.0,0.5,0.0
11,restrictive,dog,0.0,2,13,0.0,0.8461538461538461,False,0.6293,0.0,0.6293
11,restrictive,mirror,0.0,2,13,0.0,0.8461538461538461,False,0.2654,0.0,0.2654
11,restrictive,washing machine,1.0,2,13,0.15384615384615385,0.8461538461538461,True,0.1052,1.0,0.1052
11,restrictive,wastebin,0.0,2,13,0.0,0.8461538461538461,False,0.0001,0.0,0.0001
12,non-restrictive,bricks,,0,13,0.0,1.0,False,0.1667,,0.1822854018589393
12,non-restrictive,drum,,0,13,0.0,1.0,False,0.7074,,0.7735374521596501
12,non-restrictive,duck,,0,13,0.0,1.0,False,0.0404,,0.04417714598141061
12,restrictive,bell,,0,15,0.0,1.0,True,0.9994,,0.9994
12,restrictive,bricks,,0,15,0.0,1.0,False,0.0,,0.0
12,restrictive,drum,,0,15,0.0,1.0,False,0.0006,,0.0006
12,restrictive,duck,,0,15,0.0,1.0,False,0.0,,0.0
13,non-restrictive,birds,0.0,4,15,0.0,0.7333333333333333,False,0.1086,0.0,0.11964305387242481
13,non-restrictive,car,0.0,4,15,0.0,0.7333333333333333,False,0.2758,0.0,0.30384488267048587
13,non-restrictive,sun,0.5,4,15,0.13333333333333333,0.7333333333333333,False,0.5233,1.0,0.5765120634570894
13,restrictive,birds,,0,13,0.0,1.0,False,0.0033,,0.0033
13,restrictive,boat,,0,13,0.0,1.0,True,0.893,,0.893
13,restrictive,car,,0,13,0.0,1.0,False,0.0263,,0.0263
13,restrictive,sun,,0,13,0.0,1.0,False,0.0773,,0.0773
14,non-restrictive,briefcase,0.0,2,13,0.0,0.8461538461538461,False,0.0991,0.0,0.2627950145849907
14,non-restrictive,filofax,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0,1.0,0.0
14,non-restrictive,glasses,0.0,2,13,0.0,0.8461538461538461,False,0.278,0.0,0.7372049854150093
14,restrictive,briefcase,0.0,5,15,0.0,0.6666666666666666,False,0.0003,0.0,0.0003
14,restrictive,cigarettes,0.8,5,15,0.26666666666666666,0.6666666666666666,True,0.9994,0.8,0.9994
14,restrictive,filofax,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0,0.2,0.0
14,restrictive,glasses,0.0,5,15,0.0,0.6666666666666666,False,0.0003,0.0,0.0003
15,non-restrictive,ball,0.75,4,15,0.2,0.7333333333333333,False,0.0023,0.75,0.02524698133918771
15,non-restrictive,bird,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0749,0.25,0.8221734357848519
15,non-restrictive,hen,0.0,4,15,0.0,0.7333333333333333,False,0.0139,0.0,0.1525795828759605
15,restrictive,ball,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0505,0.5,0.0505
15,restrictive,bird,0.0,2,13,0.0,0.8461538461538461,False,0.0016,0.0,0.0016
15,restrictive,dog,0.0,2,13,0.0,0.8461538461538461,True,0.9474,0.0,0.9474
15,restrictive,hen,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0005,0.5,0.0005
16,non-restrictive,folder,1.0,3,13,0.23076923076923078,0.7692307692307693,False,0.0102,1.0,0.030402384500745158
16,non-restrictive,magnifying glass,0.0,3,13,0.0,0.7692307692307693,False,0.0009,0.0,0.0026825633383010428
16,non-restrictive,wallet,0.0,3,13,0.0,0.7692307692307693,False,0.3244,0.0,0.9669150521609539
16,restrictive,folder,0.0,1,15,0.0,0.9333333333333333,False,0.0017,0.0,0.0017
16,restrictive,hat,0.0,1,15,0.0,0.9333333333333333,True,0.9457,0.0,0.9457
16,restrictive,magnifying glass,0.0,1,15,0.0,0.9333333333333333,False,0.0001,0.0,0.0001
16,restrictive,wallet,1.0,1,15,0.06666666666666667,0.9333333333333333,False,0.0525,1.0,0.0525
17,non-restrictive,backpack,0.0,4,15,0.0,0.7333333333333333,False,0.7513,0.0,0.9456261799874135
17,non-restrictive,lantern,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0351,0.25,0.044178728760226556
17,non-restrictive,ribbon,0.75,4,15,0.2,0.7333333333333333,False,0.0081,0.75,0.010195091252359975
17,restrictive,backpack,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0075,0.5,0.0075
17,restrictive,dress,0.5,2,13,0.07692307692307693,0.8461538461538461,True,0.9709,0.5,0.9709
17,restrictive,lantern,0.0,2,13,0.0,0.8461538461538461,False,0.0004,0.0,0.0004
17,restrictive,ribbon,0.0,2,13,0.0,0.8461538461538461,False,0.0212,0.0,0.0212
18,non-restrictive,bucket,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.1204,1.0,0.13675601999091322
18,non-restrictive,rope,0.0,1,13,0.0,0.9230769230769231,False,0.2437,0.0,0.2768059972739664
18,non-restrictive,stone,0.0,1,13,0.0,0.9230769230769231,False,0.5163,0.0,0.5864379827351204
18,restrictive,bucket,0.0,2,15,0.0,0.8666666666666667,False,0.0039,0.0,0.0039
18,restrictive,rope,0.0,2,15,0.0,0.8666666666666667,False,0.0806,0.0,0.0806
18,restrictive,stone,0.5,2,15,0.06666666666666667,0.8666666666666667,False,0.0384,0.5,0.0384
18,restrictive,wood,0.5,2,15,0.06666666666666667,0.8666666666666667,True,0.8771,0.5,0.8771
19,non-restrictive,feather,0.0,4,15,0.0,0.7333333333333333,False,0.1055,0.0,0.15532979976442873
19,non-restrictive,leaf,0.0,4,15,0.0,0.7333333333333333,False,0.15,0.0,0.22084805653710246
19,non-restrictive,stick,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.4237,1.0,0.6238221436984688
19,restrictive,feather,0.0,1,13,0.0,0.9230769230769231,False,0.0026,0.0,0.0026
19,restrictive,football,0.0,1,13,0.0,0.9230769230769231,True,0.9176,0.0,0.9176
19,restrictive,leaf,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.0058,1.0,0.0058
19,restrictive,stick,0.0,1,13,0.0,0.9230769230769231,False,0.074,0.0,0.074
20,non-restrictive,bowl,,0,13,0.0,1.0,False,0.8064,,0.93354943273906
20,non-restrictive,spatula,,0,13,0.0,1.0,False,0.0072,,0.008335262792313036
20,non-restrictive,spoon,,0,13,0.0,1.0,False,0.0502,,0.058115304468627
20,restrictive,bowl,0.0,3,15,0.0,0.8,False,0.0242,0.0,0.0242
20,restrictive,bread,0.6666666666666666,3,15,0.13333333333333333,0.8,True,0.9725,0.6666666666666666,0.9725
20,restrictive,spatula,0.0,3,15,0.0,0.8,False,0.0004,0.0,0.0004
20,restrictive,spoon,0.3333333333333333,3,15,0.06666666666666667,0.8,False,0.0028,0.3333333333333333,0.0028
21,non-restrictive,block,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.214,0.5,0.2960298796514041
21,non-restrictive,crayon,0.0,5,15,0.0,0.6666666666666666,False,0.0307,0.0,0.04246783787522479
21,non-restrictive,cup,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.4782,0.5,0.6615022824733712
21,restrictive,block,0.0,1,13,0.0,0.9230769230769231,False,0.0802,0.0,0.0802
21,restrictive,crayon,0.0,1,13,0.0,0.9230769230769231,False,0.0327,0.0,0.0327
21,restrictive,cup,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.1791,1.0,0.1791
21,restrictive,kitten,0.0,1,13,0.0,0.9230769230769231,True,0.708,0.0,0.708
22,non-restrictive,cushion,0.0,1,13,0.0,0.9230769230769231,False,0.1638,0.0,0.3443346647046458
22,non-restrictive,magazine,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.2065,1.0,0.43409712003363465
22,non-restrictive,vase,0.0,1,13,0.0,0.9230769230769231,False,0.1054,0.0,0.22156821526171958
22,restrictive,cushion,0.0,4,15,0.0,0.7333333333333333,False,0.038,0.0,0.038
22,restrictive,flower,0.25,4,15,0.06666666666666667,0.7333333333333333,True,0.8509,0.25,0.8509
22,restrictive,magazine,0.0,4,15,0.0,0.7333333333333333,False,0.0644,0.0,0.0644
22,restrictive,vase,0.75,4,15,0.2,0.7333333333333333,False,0.0467,0.75,0.0467
23,non-restrictive,hook,0.75,4,15,0.2,0.7333333333333333,False,0.0854,1.0,0.09669384057971014
23,non-restrictive,poster,0.0,4,15,0.0,0.7333333333333333,False,0.5331,0.0,0.6036005434782609
23,non-restrictive,towel,0.0,4,15,0.0,0.7333333333333333,False,0.2647,0.0,0.299705615942029
23,restrictive,coat,,0,13,0.0,1.0,True,0.4848,,0.4848
23,restrictive,hook,,0,13,0.0,1.0,False,0.2454,,0.2454
23,restrictive,poster,,0,13,0.0,1.0,False,0.0266,,0.0266
23,restrictive,towel,,0,13,0.0,1.0,False,0.2432,,0.2432
24,non-restrictive,card,0.0,2,13,0.0,0.8461538461538461,False,0.6608,0.0,0.7499716263761207
24,non-restrictive,needle,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0916,1.0,0.10396095789354215
24,non-restrictive,pencil,0.0,2,13,0.0,0.8461538461538461,False,0.1287,0.0,0.14606741573033707
24,restrictive,card,0.0,1,15,0.0,0.9333333333333333,False,0.0453,0.0,0.0453
24,restrictive,needle,0.0,1,15,0.0,0.9333333333333333,False,0.0484,0.0,0.0484
24,restrictive,pencil,0.0,1,15,0.0,0.9333333333333333,False,0.0084,0.0,0.0084
24,restrictive,scarf,1.0,1,15,0.06666666666666667,0.9333333333333333,True,0.8979,1.0,0.8979
25,non-restrictive,glass,0.0,5,15,0.0,0.6666666666666666,False,0.9432,0.0,0.9510940808712313
25,non-restrictive,plate,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0466,0.5,0.04699001714228093
25,non-restrictive,potato,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0019,0.5,0.0019159019864878491
25,restrictive,glass,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.2437,0.5,0.2437
25,restrictive,plate,0.0,2,13,0.0,0.8461538461538461,False,0.0721,0.0,0.0721
25,restrictive,potato,0.0,2,13,0.0,0.8461538461538461,False,0.0696,0.0,0.0696
25,restrictive,rabbit,0.5,2,13,0.07692307692307693,0.8461538461538461,True,0.6146,0.5,0.6146
26,non-restrictive,keyboard,,0,13,0.0,1.0,False,0.1852,,0.2118508350491878
26,non-restrictive,peach,,0,13,0.0,1.0,False,0.0039,,0.004461221688400823
26,non-restrictive,rope,,0,13,0.0,1.0,False,0.6851,,0.7836879432624113
26,restrictive,canvas,0.0,3,15,0.0,0.8,True,0.892,0.0,0.892
26,restrictive,keyboard,0.3333333333333333,3,15,0.06666666666666667,0.8,False,0.0295,0.3333333333333333,0.0295
26,restrictive,peach,0.6666666666666666,3,15,0.13333333333333333,0.8,False,0.0114,0.6666666666666666,0.0114
26,restrictive,rope,0.0,3,15,0.0,0.8,False,0.0671,0.0,0.0671
27,non-restrictive,coaster,0.0,1,15,0.0,0.9333333333333333,False,0.0179,,0.021118452100047192
27,non-restrictive,coin,0.0,1,15,0.0,0.9333333333333333,False,0.1867,,0.2202689948088721
27,non-restrictive,package,0.0,1,15,0.0,0.9333333333333333,False,0.643,,0.7586125530910807
27,restrictive,candle,0.0,2,13,0.0,0.8461538461538461,True,0.9814,0.0,0.9814
27,restrictive,coaster,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0005,0.5,0.0005
27,restrictive,coin,0.0,2,13,0.0,0.8461538461538461,False,0.012,0.0,0.012
27,restrictive,package,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0062,0.5,0.0062
28,non-restrictive,frame,0.0,2,13,0.0,0.8461538461538461,False,0.0938,0.0,0.1674401999285969
28,non-restrictive,picture,1.0,2,13,0.15384615384615385,0.8461538461538461,False,0.3946,1.0,0.7043912888254195
28,non-restrictive,switch,0.0,2,13,0.0,0.8461538461538461,False,0.0718,0.0,0.12816851124598358
28,restrictive,frame,0.0,2,15,0.0,0.8666666666666667,False,0.0007,0.0,0.0007
28,restrictive,lamp,1.0,2,15,0.13333333333333333,0.8666666666666667,True,0.9835,1.0,0.9835
28,restrictive,picture,0.0,2,15,0.0,0.8666666666666667,False,0.0034,0.0,0.0034
28,restrictive,switch,0.0,2,15,0.0,0.8666666666666667,False,0.0124,0.0,0.0124
29,non-restrictive,glove,0.0,3,15,0.0,0.8,False,0.2834,0.0,0.5856581938417028
29,non-restrictive,nut,0.0,3,15,0.0,0.8,False,0.0513,0.0,0.1060136391816491
29,non-restrictive,sock,1.0,3,15,0.2,0.8,False,0.1492,1.0,0.30832816697664805
29,restrictive,glove,0.0,3,13,0.0,0.7692307692307693,False,0.0001,0.0,0.0001
29,restrictive,milk,1.0,3,13,0.23076923076923078,0.7692307692307693,True,0.9992,1.0,0.9992
29,restrictive,nut,0.0,3,13,0.0,0.7692307692307693,False,0.0004,0.0,0.0004
29,restrictive,sock,0.0,3,13,0.0,0.7692307692307693,False,0.0003,0.0,0.0003
30,non-restrictive,comb,0.0,2,13,0.0,0.8461538461538461,False,0.012,0.0,0.2803738317757009
30,non-restrictive,eraser,0.0,2,13,0.0,0.8461538461538461,False,0.0016,0.0,0.037383177570093455
30,non-restrictive,tissue,1.0,2,13,0.15384615384615385,0.8461538461538461,False,0.0292,1.0,0.6822429906542056
30,restrictive,comb,0.0,4,15,0.0,0.7333333333333333,False,0.0002,0.0,0.0002
30,restrictive,eraser,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0002,0.25,0.0002
30,restrictive,newspaper,0.75,4,15,0.2,0.7333333333333333,True,0.9986,0.75,0.9986
30,restrictive,tissue,0.0,4,15,0.0,0.7333333333333333,False,0.001,0.0,0.001
31,non-restrictive,cap,,0,15,0.0,1.0,False,0.3159,,0.33670859091878064
31,non-restrictive,headphones,,0,15,0.0,1.0,False,0.3421,,0.36463440630995525
31,non-restrictive,watch,,0,15,0.0,1.0,False,0.2802,,0.2986570027712641
31,restrictive,cap,0.0,1,13,0.0,0.9230769230769231,False,0.0011,0.0,0.0011
31,restrictive,dice,0.0,1,13,0.0,0.9230769230769231,True,0.9986,0.0,0.9986
31,restrictive,headphones,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.0,1.0,0.0
31,restrictive,watch,0.0,1,13,0.0,0.9230769230769231,False,0.0003,0.0,0.0003
32,non-restrictive,lemon,,0,13,0.0,1.0,False,0.0223,,0.16958174904942966
32,non-restrictive,seed,,0,13,0.0,1.0,False,0.0872,,0.6631178707224334
32,non-restrictive,sponge,,0,13,0.0,1.0,False,0.022,,0.16730038022813687
32,restrictive,bottle,0.0,5,15,0.0,0.6666666666666666,True,0.9702,0.0,0.9702
32,restrictive,lemon,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0258,0.2,0.0258
32,restrictive,seed,0.6,5,15,0.2,0.6666666666666666,False,0.0028,0.6,0.0028
32,restrictive,sponge,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0012,0.2,0.0012
33,non-restrictive,biscuit,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0162,0.25,0.02872849796063132
33,non-restrictive,kettle,0.5,4,15,0.13333333333333333,0.7333333333333333,False,0.0763,0.5,0.13530767866643023
33,non-restrictive,mug,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.4714,0.25,0.8359638233729385
33,restrictive,beer,0.0,1,13,0.0,0.9230769230769231,True,0.9874,0.0,0.9874
33,restrictive,biscuit,0.0,1,13,0.0,0.9230769230769231,False,0.0003,0.0,0.0003
33,restrictive,kettle,0.0,1,13,0.0,0.9230769230769231,False,0.0093,0.0,0.0093
33,restrictive,mug,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.003,1.0,0.003
34,non-restrictive,box,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.8451,1.0,0.8677482287709211
34,non-restrictive,envelope,0.0,1,13,0.0,0.9230769230769231,False,0.0609,0.0,0.06253208748331451
34,non-restrictive,gift,0.0,1,13,0.0,0.9230769230769231,False,0.0679,0.0,0.06971968374576447
34,restrictive,box,0.0,2,15,0.0,0.8666666666666667,False,0.8097,0.0,0.8097
34,restrictive,envelope,0.5,2,15,0.06666666666666667,0.8666666666666667,False,0.1043,0.5,0.1043
34,restrictive,gift,0.5,2,15,0.06666666666666667,0.8666666666666667,False,0.0201,0.5,0.0201
34,restrictive,suitcase,0.0,2,15,0.0,0.8666666666666667,True,0.0659,0.0,0.0659
35,non-restrictive,notebook,0.0,3,15,0.0,0.8,False,0.1446,0.0,0.16403857061826432
35,non-restrictive,pillow,0.3333333333333333,3,15,0.06666666666666667,0.8,False,0.5341,1.0,0.6058990357345434
35,non-restrictive,puzzle,0.0,3,15,0.0,0.8,False,0.2028,0.0,0.23006239364719228
36,non-restrictive,brush,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.3088,0.5,0.3722724532851116
36,non-restrictive,mirror,0.0,2,13,0.0,0.8461538461538461,False,0.2097,0.0,0.25280289330922245
36,non-restrictive,pot,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.311,0.5,0.3749246534056661
36,restrictive,brush,,0,15,0.0,1.0,False,0.2434,,0.2434
36,restrictive,mascara,,0,15,0.0,1.0,True,0.2635,,0.2635
36,restrictive,mirror,,0,15,0.0,1.0,False,0.3065,,0.3065
36,restrictive,pot,,0,15,0.0,1.0,False,0.1866,,0.1866
37,non-restrictive,boxes,1.0,1,15,0.06666666666666667,0.9333333333333333,False,0.918,1.0,0.918
37,non-restrictive,clips,0.0,1,15,0.0,0.9333333333333333,False,0.016,0.0,0.016
37,non-restrictive,papers,0.0,1,15,0.0,0.9333333333333333,False,0.066,0.0,0.066
37,restrictive,boxes,0.0,1,13,0.0,0.9230769230769231,False,0.6069,0.0,0.6069
37,restrictive,clips,0.0,1,13,0.0,0.9230769230769231,False,0.1035,0.0,0.1035
37,restrictive,lego,1.0,1,13,0.07692307692307693,0.9230769230769231,True,0.0024,1.0,0.0024
37,restrictive,papers,0.0,1,13,0.0,0.9230769230769231,False,0.2872,0.0,0.2872
38,non-restrictive,key,0.0,1,13,0.0,0.9230769230769231,False,0.3927,0.0,0.46872761995703033
38,non-restrictive,marker,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.4281,1.0,0.5109811410837909
38,non-restrictive,mitten,0.0,1,13,0.0,0.9230769230769231,False,0.017,0.0,0.020291238959178802
38,restrictive,banana,0.0,2,15,0.0,0.8666666666666667,True,0.8902,0.0,0.8902
38,restrictive,key,0.0,2,15,0.0,0.8666666666666667,False,0.0966,0.0,0.0966
38,restrictive,marker,0.5,2,15,0.06666666666666667,0.8666666666666667,False,0.0087,0.5,0.0087
38,restrictive,mitten,0.5,2,15,0.06666666666666667,0.8666666666666667,False,0.0045,0.5,0.0045
39,non-restrictive,broom,0.4,5,15,0.13333333333333333,0.6666666666666666,False,0.2379,1.0,0.3215299364779024
39,non-restrictive,cloth,0.0,5,15,0.0,0.6666666666666666,False,0.4633,0.0,0.6261656980673064
39,non-restrictive,mop,0.0,5,15,0.0,0.6666666666666666,False,0.0387,0.0,0.05230436545479118
39,restrictive,apron,0.0,1,13,0.0,0.9230769230769231,True,0.0796,0.0,0.0796
39,restrictive,broom,0.0,1,13,0.0,0.9230769230769231,False,0.0521,0.0,0.0521
39,restrictive,cloth,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.8628,1.0,0.8628
39,restrictive,mop,0.0,1,13,0.0,0.9230769230769231,False,0.0055,0.0,0.0055
40,non-restrictive,buckle,0.0,1,13,0.0,0.9230769230769231,False,0.0678,0.0,0.06921898928024503
40,non-restrictive,mat,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.8785,1.0,0.8968861664114344
40,non-restrictive,shampoo,0.0,1,13,0.0,0.9230769230769231,False,0.0332,0.0,0.03389484430832058
40,restrictive,buckle,0.0,1,15,0.0,0.9333333333333333,False,0.4395,0.0,0.4395
40,restrictive,mat,1.0,1,15,0.06666666666666667,0.9333333333333333,False,0.1137,1.0,0.1137
40,restrictive,shampoo,0.0,1,15,0.0,0.9333333333333333,False,0.0042,0.0,0.0042
40,restrictive,shoelace,0.0,1,15,0.0,0.9333333333333333,True,0.4426,0.0,0.4426
41,non-restrictive,iron,0.6666666666666666,3,15,0.13333333333333333,0.8,False,0.6106,1.0,0.6389034215758083
41,non-restrictive,pin,0.0,3,15,0.0,0.8,False,0.314,0.0,0.32855498587422827
