item,condition,object,n_chose,n_participants_engaged,n_participants_total,human_prob,pct_elsewhere,is_target,llm_prob,verb,human_prob_analysis,llm_prob_analysis
10,restrictive,cup,1,4,12.0,0.25,0.666667,False,0.0004,read,0.25,0.0004
10,non-restrictive,door,0,0,12.0,,1.0,False,0.9454,open,,0.9454
10,non-restrictive,bag,0,0,12.0,,1.0,False,0.0353,open,,0.0353
10,non-restrictive,book,0,0,12.0,,1.0,True,0.0144,open,,0.0144
10,non-restrictive,cup,0,0,12.0,,1.0,False,0.0049,open,,0.0049
11,restrictive,dog,0,2,12.0,0.0,0.833333,False,0.6293,repair,0.0,0.6293
11,restrictive,mirror,0,2,12.0,0.0,0.833333,False,0.2654,repair,0.0,0.2654
11,restrictive,washing machine,2,2,12.0,1.0,0.833333,True,0.1052,repair,1.0,0.1052
11,restrictive,wastebin,0,2,12.0,0.0,0.833333,False,0.0001,repair,0.0,0.0001
11,non-restrictive,dog,1,4,12.0,0.25,0.666667,False,0.5351,wipe,0.25,0.5351
11,non-restrictive,mirror,1,4,12.0,0.25,0.666667,False,0.4439,wipe,0.25,0.4439
11,non-restrictive,washing machine,0,4,12.0,0.0,0.666667,True,0.021,wipe,0.0,0.021
11,non-restrictive,wastebin,2,4,12.0,0.5,0.666667,False,0.0,wipe,0.5,0.0
12,restrictive,bell,0,0,12.0,,1.0,True,0.9994,ring,,0.9994
12,restrictive,drum,0,0,12.0,,1.0,False,0.0006,ring,,0.0006
12,restrictive,bricks,0,0,12.0,,1.0,False,0.0,ring,,0.0
12,restrictive,duck,0,0,12.0,,1.0,False,0.0,ring,,0.0
12,non-restrictive,drum,0,0,12.0,,1.0,False,0.7074,kick,,0.7074
12,non-restrictive,bricks,0,0,12.0,,1.0,False,0.1667,kick,,0.1667
12,non-restrictive,bell,0,0,12.0,,1.0,True,0.0855,kick,,0.0855
12,non-restrictive,duck,0,0,12.0,,1.0,False,0.0404,kick,,0.0404
13,restrictive,boat,0,0,12.0,,1.0,True,0.893,sail,,0.893
13,restrictive,sun,0,0,12.0,,1.0,False,0.0773,sail,,0.0773
13,restrictive,car,0,0,12.0,,1.0,False,0.0263,sail,,0.0263
13,restrictive,birds,0,0,12.0,,1.0,False,0.0033,sail,,0.0033
13,non-restrictive,sun,1,3,12.0,0.3333333333333333,0.75,False,0.5233,watch,0.3333333333333333,0.5233
13,non-restrictive,car,0,3,12.0,0.0,0.75,False,0.2758,watch,0.0,0.2758
13,non-restrictive,birds,0,3,12.0,0.0,0.75,False,0.1086,watch,0.0,0.1086
13,non-restrictive,boat,2,3,12.0,0.6666666666666666,0.75,True,0.0922,watch,0.6666666666666666,0.0922
14,restrictive,cigarettes,3,4,12.0,0.75,0.666667,True,0.9994,smoke,0.75,0.9994
14,restrictive,glasses,0,4,12.0,0.0,0.666667,False,0.0003,smoke,0.0,0.0003
14,restrictive,briefcase,0,4,12.0,0.0,0.666667,False,0.0003,smoke,0.0,0.0003
14,restrictive,filofax,1,4,12.0,0.25,0.666667,False,0.0,smoke,0.25,0.0
14,non-restrictive,cigarettes,1,2,12.0,0.5,0.833333,True,0.6228,collect,0.5,0.6228
14,non-restrictive,glasses,0,2,12.0,0.0,0.833333,False,0.278,collect,0.0,0.278
14,non-restrictive,briefcase,0,2,12.0,0.0,0.833333,False,0.0991,collect,0.0,0.0991
14,non-restrictive,filofax,1,2,12.0,0.5,0.833333,False,0.0,collect,0.5,0.0
15,restrictive,dog,0,2,12.0,0.0,0.833333,True,0.9474,walk,0.0,0.9474
15,restrictive,ball,1,2,12.0,0.5,0.833333,False,0.0505,walk,0.5,0.0505
15,restrictive,bird,0,2,12.0,0.0,0.833333,False,0.0016,walk,0.0,0.0016
15,restrictive,hen,1,2,12.0,0.5,0.833333,False,0.0005,walk,0.5,0.0005
15,non-restrictive,dog,0,3,12.0,0.0,0.75,True,0.9089,feed,0.0,0.9089
15,non-restrictive,bird,1,3,12.0,0.3333333333333333,0.75,False,0.0749,feed,0.3333333333333333,0.0749
15,non-restrictive,hen,0,3,12.0,0.0,0.75,False,0.0139,feed,0.0,0.0139
15,non-restrictive,ball,2,3,12.0,0.6666666666666666,0.75,False,0.0023,feed,0.6666666666666666,0.0023
16,restrictive,hat,0,1,12.0,0.0,0.916667,True,0.9457,wear,0.0,0.9457
16,restrictive,wallet,1,1,12.0,1.0,0.916667,False,0.0525,wear,1.0,0.0525
16,restrictive,folder,0,1,12.0,0.0,0.916667,False,0.0017,wear,0.0,0.0017
16,restrictive,magnifying glass,0,1,12.0,0.0,0.916667,False,0.0001,wear,0.0,0.0001
16,non-restrictive,hat,0,2,12.0,0.0,0.833333,True,0.6645,forget,0.0,0.6645
16,non-restrictive,wallet,0,2,12.0,0.0,0.833333,False,0.3244,forget,0.0,0.3244
16,non-restrictive,folder,2,2,12.0,1.0,0.833333,False,0.0102,forget,1.0,0.0102
16,non-restrictive,magnifying glass,0,2,12.0,0.0,0.833333,False,0.0009,forget,0.0,0.0009
17,restrictive,dress,1,2,12.0,0.5,0.833333,True,0.9709,wear,0.5,0.9709
17,restrictive,ribbon,0,2,12.0,0.0,0.833333,False,0.0212,wear,0.0,0.0212
17,restrictive,backpack,1,2,12.0,0.5,0.833333,False,0.0075,wear,0.5,0.0075
17,restrictive,lantern,0,2,12.0,0.0,0.833333,False,0.0004,wear,0.0,0.0004
17,non-restrictive,backpack,0,3,12.0,0.0,0.75,False,0.7513,carry,0.0,0.7513
17,non-restrictive,dress,0,3,12.0,0.0,0.75,True,0.2054,carry,0.0,0.2054
17,non-restrictive,lantern,1,3,12.0,0.3333333333333333,0.75,False,0.0351,carry,0.3333333333333333,0.0351
17,non-restrictive,ribbon,2,3,12.0,0.6666666666666666,0.75,False,0.0081,carry,0.6666666666666666,0.0081
18,restrictive,wood,1,2,12.0,0.5,0.833333,True,0.8771,chop,0.5,0.8771
18,restrictive,rope,0,2,12.0,0.0,0.833333,False,0.0806,chop,0.0,0.0806
18,restrictive,stone,1,2,12.0,0.5,0.833333,False,0.0384,chop,0.5,0.0384
18,restrictive,bucket,0,2,12.0,0.0,0.833333,False,0.0039,chop,0.0,0.0039
18,non-restrictive,stone,0,1,12.0,0.0,0.916667,False,0.5163,move,0.0,0.5163
18,non-restrictive,rope,0,1,12.0,0.0,0.916667,False,0.2437,move,0.0,0.2437
18,non-restrictive,bucket,1,1,12.0,1.0,0.916667,False,0.1204,move,1.0,0.1204
18,non-restrictive,wood,0,1,12.0,0.0,0.916667,True,0.1197,move,0.0,0.1197
19,restrictive,football,0,1,12.0,0.0,0.916667,True,0.9176,kick,0.0,0.9176
19,restrictive,stick,0,1,12.0,0.0,0.916667,False,0.074,kick,0.0,0.074
19,restrictive,leaf,1,1,12.0,1.0,0.916667,False,0.0058,kick,1.0,0.0058
19,restrictive,feather,0,1,12.0,0.0,0.916667,False,0.0026,kick,0.0,0.0026
19,non-restrictive,stick,1,3,12.0,0.3333333333333333,0.75,False,0.4237,touch,0.3333333333333333,0.4237
19,non-restrictive,football,2,3,12.0,0.6666666666666666,0.75,True,0.3208,touch,0.6666666666666666,0.3208
19,non-restrictive,leaf,0,3,12.0,0.0,0.75,False,0.15,touch,0.0,0.15
19,non-restrictive,feather,0,3,12.0,0.0,0.75,False,0.1055,touch,0.0,0.1055
20,restrictive,bread,1,2,12.0,0.5,0.833333,True,0.9725,slice,0.5,0.9725
20,restrictive,bowl,0,2,12.0,0.0,0.833333,False,0.0242,slice,0.0,0.0242
20,restrictive,spoon,1,2,12.0,0.5,0.833333,False,0.0028,slice,0.5,0.0028
20,restrictive,spatula,0,2,12.0,0.0,0.833333,False,0.0004,slice,0.0,0.0004
20,non-restrictive,bowl,0,0,12.0,,1.0,False,0.8064,clean,,0.8064
20,non-restrictive,bread,0,0,12.0,,1.0,True,0.1363,clean,,0.1363
20,non-restrictive,spoon,0,0,12.0,,1.0,False,0.0502,clean,,0.0502
20,non-restrictive,spatula,0,0,12.0,,1.0,False,0.0072,clean,,0.0072
21,restrictive,kitten,0,1,12.0,0.0,0.916667,True,0.708,hug,0.0,0.708
21,restrictive,cup,1,1,12.0,1.0,0.916667,False,0.1791,hug,1.0,0.1791
21,restrictive,block,0,1,12.0,0.0,0.916667,False,0.0802,hug,0.0,0.0802
21,restrictive,crayon,0,1,12.0,0.0,0.916667,False,0.0327,hug,0.0,0.0327
21,non-restrictive,cup,1,4,12.0,0.25,0.666667,False,0.4782,grab,0.25,0.4782
21,non-restrictive,kitten,2,4,12.0,0.5,0.666667,True,0.2771,grab,0.5,0.2771
21,non-restrictive,block,1,4,12.0,0.25,0.666667,False,0.214,grab,0.25,0.214
21,non-restrictive,crayon,0,4,12.0,0.0,0.666667,False,0.0307,grab,0.0,0.0307
22,restrictive,flower,1,4,12.0,0.25,0.666667,True,0.8509,water,0.25,0.8509
22,restrictive,magazine,0,4,12.0,0.0,0.666667,False,0.0644,water,0.0,0.0644
22,restrictive,vase,3,4,12.0,0.75,0.666667,False,0.0467,water,0.75,0.0467
22,restrictive,cushion,0,4,12.0,0.0,0.666667,False,0.038,water,0.0,0.038
22,non-restrictive,flower,0,1,12.0,0.0,0.916667,True,0.5244,move,0.0,0.5244
22,non-restrictive,magazine,1,1,12.0,1.0,0.916667,False,0.2065,move,1.0,0.2065
22,non-restrictive,cushion,0,1,12.0,0.0,0.916667,False,0.1638,move,0.0,0.1638
22,non-restrictive,vase,0,1,12.0,0.0,0.916667,False,0.1054,move,0.0,0.1054
23,restrictive,coat,0,0,12.0,,1.0,True,0.4848,zip,,0.4848
23,restrictive,hook,0,0,12.0,,1.0,False,0.2454,zip,,0.2454
23,restrictive,towel,0,0,12.0,,1.0,False,0.2432,zip,,0.2432
23,restrictive,poster,0,0,12.0,,1.0,False,0.0266,zip,,0.0266
23,non-restrictive,poster,0,3,12.0,0.0,0.75,False,0.5331,hang,0.0,0.5331
23,non-restrictive,towel,0,3,12.0,0.0,0.75,False,0.2647,hang,0.0,0.2647
23,non-restrictive,coat,1,3,12.0,0.3333333333333333,0.75,True,0.1168,hang,0.3333333333333333,0.1168
23,non-restrictive,hook,2,3,12.0,0.6666666666666666,0.75,False,0.0854,hang,0.6666666666666666,0.0854
24,restrictive,scarf,1,1,12.0,1.0,0.916667,True,0.8979,knit,1.0,0.8979
24,restrictive,needle,0,1,12.0,0.0,0.916667,False,0.0484,knit,0.0,0.0484
24,restrictive,card,0,1,12.0,0.0,0.916667,False,0.0453,knit,0.0,0.0453
24,restrictive,pencil,0,1,12.0,0.0,0.916667,False,0.0084,knit,0.0,0.0084
24,non-restrictive,card,0,2,12.0,0.0,0.833333,False,0.6608,hold,0.0,0.6608
24,non-restrictive,pencil,0,2,12.0,0.0,0.833333,False,0.1287,hold,0.0,0.1287
24,non-restrictive,scarf,1,2,12.0,0.5,0.833333,True,0.1189,hold,0.5,0.1189
24,non-restrictive,needle,1,2,12.0,0.5,0.833333,False,0.0916,hold,0.5,0.0916
25,restrictive,rabbit,1,2,12.0,0.5,0.833333,True,0.6146,groom,0.5,0.6146
25,restrictive,glass,1,2,12.0,0.5,0.833333,False,0.2437,groom,0.5,0.2437
25,restrictive,plate,0,2,12.0,0.0,0.833333,False,0.0721,groom,0.0,0.0721
25,restrictive,potato,0,2,12.0,0.0,0.833333,False,0.0696,groom,0.0,0.0696
25,non-restrictive,glass,0,4,12.0,0.0,0.666667,False,0.9432,lift,0.0,0.9432
25,non-restrictive,plate,1,4,12.0,0.25,0.666667,False,0.0466,lift,0.25,0.0466
25,non-restrictive,rabbit,2,4,12.0,0.5,0.666667,True,0.0083,lift,0.5,0.0083
25,non-restrictive,potato,1,4,12.0,0.25,0.666667,False,0.0019,lift,0.25,0.0019
26,restrictive,canvas,0,2,12.0,0.0,0.833333,True,0.892,paint,0.0,0.892
26,restrictive,rope,0,2,12.0,0.0,0.833333,False,0.0671,paint,0.0,0.0671
26,restrictive,keyboard,1,2,12.0,0.5,0.833333,False,0.0295,paint,0.5,0.0295
26,restrictive,peach,1,2,12.0,0.5,0.833333,False,0.0114,paint,0.5,0.0114
26,non-restrictive,rope,0,0,12.0,,1.0,False,0.6851,move,,0.6851
26,non-restrictive,keyboard,0,0,12.0,,1.0,False,0.1852,move,,0.1852
26,non-restrictive,canvas,0,0,12.0,,1.0,True,0.1258,move,,0.1258
26,non-restrictive,peach,0,0,12.0,,1.0,False,0.0039,move,,0.0039
27,restrictive,candle,0,2,12.0,0.0,0.833333,True,0.9814,blow out,0.0,0.9814
27,restrictive,coin,0,2,12.0,0.0,0.833333,False,0.012,blow out,0.0,0.012
27,restrictive,package,1,2,12.0,0.5,0.833333,False,0.0062,blow out,0.5,0.0062
27,restrictive,coaster,1,2,12.0,0.5,0.833333,False,0.0005,blow out,0.5,0.0005
27,non-restrictive,package,0,1,12.0,0.0,0.916667,False,0.643,grab,0.0,0.643
27,non-restrictive,coin,0,1,12.0,0.0,0.916667,False,0.1867,grab,0.0,0.1867
27,non-restrictive,candle,1,1,12.0,1.0,0.916667,True,0.1523,grab,1.0,0.1523
27,non-restrictive,coaster,0,1,12.0,0.0,0.916667,False,0.0179,grab,0.0,0.0179
28,restrictive,lamp,1,1,12.0,1.0,0.916667,True,0.9835,dim,1.0,0.9835
28,restrictive,switch,0,1,12.0,0.0,0.916667,False,0.0124,dim,0.0,0.0124
28,restrictive,picture,0,1,12.0,0.0,0.916667,False,0.0034,dim,0.0,0.0034
28,restrictive,frame,0,1,12.0,0.0,0.916667,False,0.0007,dim,0.0,0.0007
28,non-restrictive,lamp,0,2,12.0,0.0,0.833333,True,0.4398,touch,0.0,0.4398
28,non-restrictive,picture,2,2,12.0,1.0,0.833333,False,0.3946,touch,1.0,0.3946
28,non-restrictive,frame,0,2,12.0,0.0,0.833333,False,0.0938,touch,0.0,0.0938
28,non-restrictive,switch,0,2,12.0,0.0,0.833333,False,0.0718,touch,0.0,0.0718
29,restrictive,milk,3,3,12.0,1.0,0.75,True,0.9992,drink,1.0,0.9992
29,restrictive,nut,0,3,12.0,0.0,0.75,False,0.0004,drink,0.0,0.0004
29,restrictive,sock,0,3,12.0,0.0,0.75,False,0.0003,drink,0.0,0.0003
29,restrictive,glove,0,3,12.0,0.0,0.75,False,0.0001,drink,0.0,0.0001
29,non-restrictive,milk,0,2,12.0,0.0,0.833333,True,0.5161,push,0.0,0.5161
29,non-restrictive,glove,0,2,12.0,0.0,0.833333,False,0.2834,push,0.0,0.2834
29,non-restrictive,sock,2,2,12.0,1.0,0.833333,False,0.1492,push,1.0,0.1492
29,non-restrictive,nut,0,2,12.0,0.0,0.833333,False,0.0513,push,0.0,0.0513
30,restrictive,newspaper,2,3,12.0,0.6666666666666666,0.75,True,0.9986,read,0.6666666666666666,0.9986
30,restrictive,tissue,0,3,12.0,0.0,0.75,False,0.001,read,0.0,0.001
30,restrictive,eraser,1,3,12.0,0.3333333333333333,0.75,False,0.0002,read,0.3333333333333333,0.0002
30,restrictive,comb,0,3,12.0,0.0,0.75,False,0.0002,read,0.0,0.0002
30,non-restrictive,newspaper,0,2,12.0,0.0,0.833333,True,0.9573,turn,0.0,0.9573
30,non-restrictive,tissue,2,2,12.0,1.0,0.833333,False,0.0292,turn,1.0,0.0292
30,non-restrictive,comb,0,2,12.0,0.0,0.833333,False,0.012,turn,0.0,0.012
30,non-restrictive,eraser,0,2,12.0,0.0,0.833333,False,0.0016,turn,0.0,0.0016
31,restrictive,dice,0,1,12.0,0.0,0.916667,True,0.9986,roll,0.0,0.9986
31,restrictive,cap,0,1,12.0,0.0,0.916667,False,0.0011,roll,0.0,0.0011
31,restrictive,watch,0,1,12.0,0.0,0.916667,False,0.0003,roll,0.0,0.0003
31,restrictive,headphones,1,1,12.0,1.0,0.916667,False,0.0,roll,1.0,0.0
31,non-restrictive,headphones,0,0,12.0,,1.0,False,0.3421,grab,,0.3421
31,non-restrictive,cap,0,0,12.0,,1.0,False,0.3159,grab,,0.3159
31,non-restrictive,watch,0,0,12.0,,1.0,False,0.2802,grab,,0.2802
31,non-restrictive,dice,0,0,12.0,,1.0,True,0.0618,grab,,0.0618
32,restrictive,bottle,0,4,12.0,0.0,0.666667,True,0.9702,open,0.0,0.9702
32,restrictive,lemon,1,4,12.0,0.25,0.666667,False,0.0258,open,0.25,0.0258
32,restrictive,seed,2,4,12.0,0.5,0.666667,False,0.0028,open,0.5,0.0028
32,restrictive,sponge,1,4,12.0,0.25,0.666667,False,0.0012,open,0.25,0.0012
32,non-restrictive,bottle,0,0,12.0,,1.0,True,0.8685,examine,,0.8685
32,non-restrictive,seed,0,0,12.0,,1.0,False,0.0872,examine,,0.0872
32,non-restrictive,lemon,0,0,12.0,,1.0,False,0.0223,examine,,0.0223
32,non-restrictive,sponge,0,0,12.0,,1.0,False,0.022,examine,,0.022
33,restrictive,beer,0,1,12.0,0.0,0.916667,True,0.9874,brew,0.0,0.9874
33,restrictive,kettle,0,1,12.0,0.0,0.916667,False,0.0093,brew,0.0,0.0093
33,restrictive,mug,1,1,12.0,1.0,0.916667,False,0.003,brew,1.0,0.003
33,restrictive,biscuit,0,1,12.0,0.0,0.916667,False,0.0003,brew,0.0,0.0003
33,non-restrictive,mug,1,4,12.0,0.25,0.666667,False,0.4714,carry,0.25,0.4714
33,non-restrictive,beer,0,4,12.0,0.0,0.666667,True,0.4361,carry,0.0,0.4361
33,non-restrictive,kettle,2,4,12.0,0.5,0.666667,False,0.0763,carry,0.5,0.0763
33,non-restrictive,biscuit,1,4,12.0,0.25,0.666667,False,0.0162,carry,0.25,0.0162
34,restrictive,box,0,2,12.0,0.0,0.833333,False,0.8097,unzip,0.0,0.8097
34,restrictive,envelope,1,2,12.0,0.5,0.833333,False,0.1043,unzip,0.5,0.1043
34,restrictive,suitcase,0,2,12.0,0.0,0.833333,True,0.0659,unzip,0.0,0.0659
34,restrictive,gift,1,2,12.0,0.5,0.833333,False,0.0201,unzip,0.5,0.0201
34,non-restrictive,box,1,1,12.0,1.0,0.916667,False,0.8451,open,1.0,0.8451
34,non-restrictive,gift,0,1,12.0,0.0,0.916667,False,0.0679,open,0.0,0.0679
34,non-restrictive,envelope,0,1,12.0,0.0,0.916667,False,0.0609,open,0.0,0.0609
34,non-restrictive,suitcase,0,1,12.0,0.0,0.916667,True,0.0261,open,0.0,0.0261
35,restrictive,radio,0,0,,,,True,0.9983,switch on,,0.9983
35,restrictive,pillow,0,0,,,,False,0.0011,switch on,,0.0011
35,restrictive,notebook,0,0,,,,False,0.0005,switch on,,0.0005
35,restrictive,puzzle,0,0,,,,False,0.0001,switch on,,0.0001
35,non-restrictive,pillow,1,2,12.0,0.5,0.833333,False,0.5341,move,0.5,0.5341
35,non-restrictive,puzzle,0,2,12.0,0.0,0.833333,False,0.2028,move,0.0,0.2028
35,non-restrictive,notebook,0,2,12.0,0.0,0.833333,False,0.1446,move,0.0,0.1446
35,non-restrictive,radio,1,2,12.0,0.5,0.833333,True,0.1185,move,0.5,0.1185
36,restrictive,mirror,0,0,12.0,,1.0,False,0.3065,apply,,0.3065
36,restrictive,mascara,0,0,12.0,,1.0,True,0.2635,apply,,0.2635
36,restrictive,brush,0,0,12.0,,1.0,False,0.2434,apply,,0.2434
36,restrictive,pot,0,0,12.0,,1.0,False,0.1866,apply,,0.1866
36,non-restrictive,pot,1,2,12.0,0.5,0.833333,False,0.311,squeeze,0.5,0.311
36,non-restrictive,brush,1,2,12.0,0.5,0.833333,False,0.3088,squeeze,0.5,0.3088
36,non-restrictive,mirror,0,2,12.0,0.0,0.833333,False,0.2097,squeeze,0.0,0.2097
36,non-restrictive,mascara,0,2,12.0,0.0,0.833333,True,0.1704,squeeze,0.0,0.1704
37,restrictive,boxes,0,1,12.0,0.0,0.916667,False,0.6069,build,0.0,0.6069
37,restrictive,papers,0,1,12.0,0.0,0.916667,False,0.2872,build,0.0,0.2872
37,restrictive,clips,0,1,12.0,0.0,0.916667,False,0.1035,build,0.0,0.1035
37,restrictive,lego,1,1,12.0,1.0,0.916667,True,0.0024,build,1.0,0.0024
37,non-restrictive,boxes,1,1,12.0,1.0,0.916667,False,0.918,stack,1.0,0.918
37,non-restrictive,papers,0,1,12.0,0.0,0.916667,False,0.066,stack,0.0,0.066
37,non-restrictive,clips,0,1,12.0,0.0,0.916667,False,0.016,stack,0.0,0.016
37,non-restrictive,lego,0,1,12.0,0.0,0.916667,True,0.0,stack,0.0,0.0
38,restrictive,banana,0,2,12.0,0.0,0.833333,True,0.8902,peel,0.0,0.8902
