id,image_nosub,image_sub,position1,position2,position3,position4,audio_file,sentence,condition,target_position,timeout
14,15_pos4_nosub.png,15_pos4_sub.png,bird,ball,hen,dog,14_n.wav,The boy will feed the dog,non-restrictive,4,3000
15,16_pos1_nosub.png,16_pos1_sub.png,hat,wallet,magnifying-glass,folder,15_r.wav,The businessman will wear the hat,restrictive,1,3000
16,17_pos2_nosub.png,17_pos2_sub.png,ribbon,dress,lantern,backpack,16_n.wav,The woman will  carry the dress,non-restrictive,2,3000
17,18_pos3_nosub.png,18_pos3_sub.png,stone,rope,wood,bucket,17_r.wav,The man will chop the wood,restrictive,3,3000
18,19_pos4_nosub.png,19_pos4_sub.png,stick,feather,leaf,football,18_n.wav,The boy will touch the football,non-restrictive,4,3000
19,20_pos1_nosub.png,20_pos1_sub.png,bread,spoon,spatula,bowl,19_r.wav,The chef will slice the bread,restrictive,1,3000
20,21_pos2_nosub.png,21_pos2_sub.png,cup,kitten,block,crayon,20_n.wav,The baby will grab the kitten,non-restrictive,2,3000
21,22_pos3_nosub.png,22_pos3_sub.png,vase,cushion,flower,magazine,21_r.wav,The woman will water the flower,restrictive,3,3000
22,23_pos4_nosub.png,23_pos4_sub.png,hook,poster,towel,coat,22_n.wav,The girl will hang the coat,non-restrictive,4,3000
23,24_pos1_nosub.png,24_pos1_sub.png,scarf,pencil,needle,card,23_r.wav,The girl will knit the scarf,restrictive,1,3000
24,25_pos2_nosub.png,25_pos2_sub.png,glass,rabbit,plate,potato,24_n.wav,The girl will lift the rabbit,non-restrictive,2,3000
25,26_pos3_nosub.png,26_pos3_sub.png,peach,rope,canvas,keyboard,25_r.wav,The man will paint the canvas,restrictive,3,3000
26,27_pos4_nosub.png,27_pos4_sub.png,package,coin,coaster,candle,26_n.wav,The woman will blow grab the candle,non-restrictive,4,3000
27,28_pos1_nosub.png,28_pos1_sub.png,lamp,switch,frame,picture,27_r.wav,The boy will dim the lamp,restrictive,1,3000
28,29_pos2_nosub.png,29_pos2_sub.png,sock,milk,glove,nut,28_n.wav,The cat will push the milk,non-restrictive,2,3000
29,30_pos3_nosub.png,30_pos3_sub.png,eraser,tissue,newspaper,comb,29_r.wav,The grandmother will read the newspaper,restrictive,3,3000
30,31_pos4_nosub.png,31_pos4_sub.png,cap,watch,headphones,dice,30_n.wav,The girl will grab the dice,non-restrictive,4,3000
31,32_pos1_nosub.png,32_pos1_sub.png,bottle,lemon,sponge,seed,31_r.wav,The woman will open the bottle,restrictive,1,3000
32,33_pos2_nosub.png,33_pos2_sub.png,kettle,beer,mug,biscuit,32_n.wav,The woman will carry the beer,non-restrictive,2,3000
33,34_pos3_nosub.png,34_pos3_sub.png,box,gift,suitcase,envelope,33_r.wav,The boy will unzip the suitcase,restrictive,3,3000
34,35_pos4_nosub.png,35_pos4_sub.png,puzzle,notebook,pillow,radio,34_n.wav,The boy will move the radio,non-restrictive,4,3000
35,36_pos1_nosub.png,36_pos1_sub.png,mascara,brush,mirror,pot,35_r.wav,The girl will apply the mascara,restrictive,1,3000
36,37_pos2_nosub.png,37_pos2_sub.png,clips,lego,papers,boxes,36_n.wav,The kid will stack the lego,non-restrictive,2,3000
37,38_pos3_nosub.png,38_pos3_sub.png,marker,key,banana,mitten,37_r.wav,The boy will peel the banana,restrictive,3,3000
38,39_pos4_nosub.png,39_pos4_sub.png,mop,broom,cloth,apron,38_n.wav,The woman will carry the apron,non-restrictive,4,3000
39,40_pos1_nosub.png,40_pos1_sub.png,shoelace,shampoo,mat,buckle,39_r.wav,The boy will tie the shoelace,restrictive,1,3000
40,41_pos2_nosub.png,41_pos2_sub.png,iron,blouse,pin,toothbrish,40_n.wav,The girl will hold the blouse,non-restrictive,2,3000
41,42_pos3_nosub.png,42_pos3_sub.png,cone,shell,orange,stone,41_r.wav,The boy will squeeze the orange,restrictive,3,3000
42,43_pos4_nosub.png,43_pos4_sub.png,apple,chalk,ruler,shirt,42_n.wav,The woman will wash the shirt,non-restrictive,4,3000
43,44_pos1_nosub.png,44_pos1_sub.png,safe,pan,bolt,handle,43_r.wav,The man will lock the safe,restrictive,1,3000
44,45_pos2_nosub.png,45_pos2_sub.png,hammer,dough,glass,ladle,44_n.wav,The baker will inspect the dough,non-restrictive,2,3000
45,46_pos3_nosub.png,46_pos3_sub.png,peeler,pot,carrot,laddle,45_r.wav,The chef will grate the carrot,restrictive,3,3000
46,47_pos4_nosub.png,47_pos4_sub.png,bow,gum,stand,violin,46_n.wav,The musician will move the violin,non-restrictive,4,3000
47,48_pos1_nosub.png,48_pos1_sub.png,carpet,dustpan,roller,footstool,47_r.wav,The girl will vacuum the carpet,restrictive,1,3000
48,49_pos2_nosub.png,49_pos2_sub.png,scissors,stamp,envelope,rubberband,48_n.wav,The child will inlatecarry the balloon,non-restrictive,2,3000
49,50_pos3_nosub.png,50_pos3_sub.png,flag,pouch,balloon,pump,49_r.wav,The man will lick the stamp,restrictive,3,3000
