id,image_nosub,image_sub,position1,position2,position3,position4,audio_file,sentence,condition,target_position,timeout
35,36_pos3_nosub.png,36_pos3_sub.png,mirror,pot,mascara,brush,35_n.wav,The girl will squeeze the mascara,non-restrictive,3,3000
36,37_pos4_nosub.png,37_pos4_sub.png,papers,boxes,clips,lego,36_r.wav,The kid will build the lego,restrictive,4,3000
37,38_pos1_nosub.png,38_pos1_sub.png,banana,mitten,marker,key,37_n.wav,The boy will move the banana,non-restrictive,1,3000
38,39_pos2_nosub.png,39_pos2_sub.png,cloth,apron,mop,broom,38_r.wav,The woman will tie the apron,restrictive,2,3000
39,40_pos3_nosub.png,40_pos3_sub.png,mat,buckle,shoelace,shampoo,39_n.wav,The boy will move the shoelace,non-restrictive,3,3000
40,41_pos4_nosub.png,41_pos4_sub.png,pin,toothbrish,iron,blouse,40_r.wav,The girl will button the blouse,restrictive,4,3000
41,42_pos1_nosub.png,42_pos1_sub.png,orange,stone,cone,shell,41_n.wav,The boy will move the orange,non-restrictive,1,3000
42,43_pos2_nosub.png,43_pos2_sub.png,ruler,shirt,apple,chalk,42_r.wav,The woman will sew the shirt,restrictive,2,3000
43,44_pos3_nosub.png,44_pos3_sub.png,bolt,handle,safe,pan,43_n.wav,The man will wipe the safe,non-restrictive,3,3000
44,45_pos4_nosub.png,45_pos4_sub.png,glass,ladle,hammer,dough,44_r.wav,The baker will knead the dough,restrictive,4,3000
45,46_pos1_nosub.png,46_pos1_sub.png,carrot,laddle,peeler,pot,45_n.wav,The chef will carry the carrot,non-restrictive,1,3000
46,47_pos2_nosub.png,47_pos2_sub.png,stand,violin,bow,gum,46_r.wav,The musician will tune the violin,restrictive,2,3000
47,48_pos3_nosub.png,48_pos3_sub.png,roller,footstool,carpet,dustpan,47_n.wav,The girl will move the carpet,non-restrictive,3,3000
48,49_pos4_nosub.png,49_pos4_sub.png,envelope,rubberband,scissors,stamp,48_r.wav,The child will inflate the balloon,restrictive,4,3000
49,50_pos1_nosub.png,50_pos1_sub.png,balloon,pump,flag,pouch,49_n.wav,The man will pick up the stamp,non-restrictive,1,3000
