id,image_nosub,image_sub,position1,position2,position3,position4,audio_file,sentence,condition,target_position,timeout
34,35_pos2_nosub.png,35_pos2_sub.png,pillow,radio,puzzle,notebook,34_n.wav,The boy will move the radio,non-restrictive,2,3000
35,36_pos3_nosub.png,36_pos3_sub.png,mirror,pot,mascara,brush,35_r.wav,The girl will apply the mascara,restrictive,3,3000
36,37_pos4_nosub.png,37_pos4_sub.png,papers,boxes,clips,lego,36_n.wav,The kid will stack the lego,non-restrictive,4,3000
37,38_pos1_nosub.png,38_pos1_sub.png,banana,mitten,marker,key,37_r.wav,The boy will peel the banana,restrictive,1,3000
38,39_pos2_nosub.png,39_pos2_sub.png,cloth,apron,mop,broom,38_n.wav,The woman will carry the apron,non-restrictive,2,3000
39,40_pos3_nosub.png,40_pos3_sub.png,mat,buckle,shoelace,shampoo,39_r.wav,The boy will tie the shoelace,restrictive,3,3000
40,41_pos4_nosub.png,41_pos4_sub.png,pin,toothbrish,iron,blouse,40_n.wav,The girl will hold the blouse,non-restrictive,4,3000
41,42_pos1_nosub.png,42_pos1_sub.png,orange,stone,cone,shell,41_r.wav,The boy will squeeze the orange,restrictive,1,3000
42,43_pos2_nosub.png,43_pos2_sub.png,ruler,shirt,apple,chalk,42_n.wav,The woman will wash the shirt,non-restrictive,2,3000
43,44_pos3_nosub.png,44_pos3_sub.png,bolt,handle,safe,pan,43_r.wav,The man will lock the safe,restrictive,3,3000
44,45_pos4_nosub.png,45_pos4_sub.png,glass,ladle,hammer,dough,44_n.wav,The baker will inspect the dough,non-restrictive,4,3000
45,46_pos1_nosub.png,46_pos1_sub.png,carrot,laddle,peeler,pot,45_r.wav,The chef will grate the carrot,restrictive,1,3000
46,47_pos2_nosub.png,47_pos2_sub.png,stand,violin,bow,gum,46_n.wav,The musician will move the violin,non-restrictive,2,3000
47,48_pos3_nosub.png,48_pos3_sub.png,roller,footstool,carpet,dustpan,47_r.wav,The girl will vacuum the carpet,restrictive,3,3000
48,49_pos4_nosub.png,49_pos4_sub.png,envelope,rubberband,scissors,stamp,48_n.wav,The child will inlatecarry the balloon,non-restrictive,4,3000
49,50_pos1_nosub.png,50_pos1_sub.png,balloon,pump,flag,pouch,49_r.wav,The man will lick the stamp,restrictive,1,3000
