item,condition,n_objects,js_divergence_bits,spearman_rho_within_item,spearman_p_within_item,human_top_object,llm_top_object,human_top_prob,llm_top_prob,top_object_agree
25,non-restrictive,3,0.8753306210590144,-0.8660254037844387,0.33333333333333326,plate,glass,0.5,0.9510940808712313,False
25,restrictive,4,0.10762758409219328,0.8944271909999159,0.10557280900008416,glass,rabbit,0.5,0.6146,False
26,restrictive,4,0.8844556179855438,-0.9486832980505139,0.05131670194948613,peach,canvas,0.6666666666666666,0.892,False
27,restrictive,4,0.3320532660311157,0.316227766016838,0.683772233983162,candle,candle,0.4166708335416771,0.9813018698130188,True
28,non-restrictive,3,0.16639002066402583,0.8660254037844387,0.33333333333333326,picture,picture,1.0,0.7043912888254195,True
28,restrictive,4,0.2670967327583544,0.9486832980505139,0.05131670194948613,lamp,lamp,0.5,0.9835,True
29,non-restrictive,3,0.48467700482187237,0.0,1.0,sock,glove,1.0,0.5856581938417028,False
29,restrictive,4,0.00040011546179106783,0.7745966692414834,0.22540333075851665,milk,milk,1.0,0.9992000000000001,True
30,non-restrictive,3,0.1806570233823483,0.8660254037844387,0.33333333333333326,tissue,tissue,1.0,0.6822429906542056,True
30,restrictive,4,0.23568682929610454,0.5000000000000001,0.49999999999999983,newspaper,newspaper,0.6,0.9986,True
32,restrictive,4,0.444973423889797,0.0,1.0,seed,bottle,0.35714285714285715,0.9702,False
33,non-restrictive,3,0.13587234823509395,0.8660254037844387,0.33333333333333326,kettle,mug,0.42857142857142855,0.8359638233729385,False
33,restrictive,4,0.9852614819401166,-0.2581988897471611,0.741801110252839,mug,beer,1.0,0.9874,False
34,non-restrictive,3,0.210638555550257,0.0,1.0,box,box,0.5,0.8677482287709211,True
34,restrictive,4,0.4323933950805005,-0.316227766016838,0.683772233983162,gift,box,0.6,0.8097000000000001,False
35,non-restrictive,3,0.1225493122975112,0.8660254037844387,0.33333333333333326,pillow,pillow,0.5,0.6058990357345434,True
36,non-restrictive,3,0.1396426048211532,0.8660254037844387,0.33333333333333326,brush,pot,0.5,0.37492465340566605,False
36,restrictive,4,0.5565081167087554,-0.2581988897471611,0.741801110252839,brush,mirror,1.0,0.3065,False
37,non-restrictive,3,0.04226481214559383,0.8660254037844387,0.33333333333333326,boxes,boxes,1.0,0.918,True
37,restrictive,4,0.9878233902754737,-0.7745966692414834,0.22540333075851665,lego,boxes,1.0,0.6069,False
38,restrictive,4,0.5213906488749681,-0.632455532033676,0.367544467966324,mitten,banana,0.5,0.8902,False
39,non-restrictive,3,0.10331221792710792,0.5,0.6666666666666666,broom,cloth,0.6666666666666666,0.6261656980673064,False
39,restrictive,4,0.1865804673709332,0.8944271909999159,0.10557280900008416,apron,cloth,0.5,0.8628,False
40,non-restrictive,3,0.053579569094176056,0.8660254037844387,0.33333333333333326,mat,mat,1.0,0.8968861664114344,True
40,restrictive,4,0.31947843891410527,0.0,1.0,buckle,shoelace,0.5,0.4426,False
41,non-restrictive,3,0.20948019575726187,0.8660254037844387,0.33333333333333326,iron,iron,1.0,0.6389034215758084,True
42,non-restrictive,3,0.02716233988111143,0.8660254037844387,0.33333333333333326,stone,stone,1.0,0.9467270570473417,True
42,restrictive,4,0.4754265838356642,0.21081851067789195,0.7891814893221081,shell,orange,0.75,0.4535,False
43,non-restrictive,3,0.02946801655714753,1.0,0.0,apple,apple,0.6363661157475591,0.49852507374631266,True
43,restrictive,4,0.2921246444723081,0.4472135954999579,0.552786404500042,apple,shirt,0.5,0.9799,False
44,non-restrictive,3,0.7795497198373059,0.0,1.0,bolt,pan,1.0,0.8573461401636429,False
44,restrictive,4,0.5710288235549003,-0.8944271909999159,0.10557280900008416,bolt,safe,0.5,0.4936,False
46,non-restrictive,3,0.28001435795657614,0.8660254037844387,0.33333333333333326,ladle,pot,0.5,0.9863783008722667,False
46,restrictive,4,0.10424059311927478,0.7378647873726218,0.26213521262737816,pot,carrot,0.75,0.61,False
47,non-restrictive,3,0.5778769616233868,0.0,1.0,bow,stand,1.0,0.7722683014785432,False
47,restrictive,4,0.25006956387506146,0.4472135954999579,0.552786404500042,bow,violin,0.5,0.7555,False
48,non-restrictive,3,0.1451468491530147,1.0,0.0,roller,roller,0.6666666666666666,0.9789473684210527,True
48,restrictive,4,0.9057574013627074,-0.21081851067789195,0.7891814893221081,roller,carpet,0.9,0.9692000000000001,False
49,non-restrictive,3,0.21202788259168903,1.0,0.0,flag,flag,0.4761714285714285,0.9383461778796085,True
49,restrictive,4,0.8776900397731197,-0.2581988897471611,0.741801110252839,pump,balloon,1.0,0.8931893189318931,False
50,non-restrictive,3,0.38547149621202875,0.0,1.0,envelope,scissors,1.0,0.5858835651725914,False
50,restrictive,4,0.6686037043603534,0.2581988897471611,0.741801110252839,stamp,envelope,1.0,0.7792,False
