item,condition,object,human_prob,n_participants_engaged,n_participants_total,human_prob_unconditional,pct_elsewhere,is_target,llm_prob
13,non-restrictive,boat,1.0,2,15,0.13333333333333333,0.8666666666666667,True,0.0922
13,non-restrictive,car,0.0,2,15,0.0,0.8666666666666667,False,0.2758
13,non-restrictive,sun,0.0,2,15,0.0,0.8666666666666667,False,0.5233
13,restrictive,birds,,0,13,0.0,1.0,False,0.0033
13,restrictive,boat,,0,13,0.0,1.0,True,0.893
13,restrictive,car,,0,13,0.0,1.0,False,0.0263
13,restrictive,sun,,0,13,0.0,1.0,False,0.0773
14,non-restrictive,briefcase,0.25,2,13,0.038461538461538464,0.8461538461538461,False,0.0991
14,non-restrictive,cigarettes,0.5,2,13,0.07692307692307693,0.8461538461538461,True,0.6228
14,non-restrictive,filofax,0.25,2,13,0.038461538461538464,0.8461538461538461,False,0.0
14,non-restrictive,glasses,0.0,2,13,0.0,0.8461538461538461,False,0.278
14,restrictive,briefcase,0.0,5,15,0.0,0.6666666666666666,False,0.0003
14,restrictive,cigarettes,0.8,5,15,0.26666666666666666,0.6666666666666666,True,0.9994
14,restrictive,filofax,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0
14,restrictive,glasses,0.0,5,15,0.0,0.6666666666666666,False,0.0003
15,non-restrictive,ball,0.75,4,15,0.2,0.7333333333333333,False,0.0023
15,non-restrictive,bird,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0749
15,non-restrictive,dog,0.0,4,15,0.0,0.7333333333333333,True,0.9089
15,non-restrictive,hen,0.0,4,15,0.0,0.7333333333333333,False,0.0139
15,restrictive,ball,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0505
15,restrictive,bird,0.0,2,13,0.0,0.8461538461538461,False,0.0016
15,restrictive,dog,0.0,2,13,0.0,0.8461538461538461,True,0.9474
15,restrictive,hen,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0005
16,non-restrictive,folder,0.8,5,13,0.3076923076923077,0.6153846153846154,False,0.0102
16,non-restrictive,hat,0.0,5,13,0.0,0.6153846153846154,True,0.6645
16,non-restrictive,magnifying glass,0.0,5,13,0.0,0.6153846153846154,False,0.0009
16,non-restrictive,wallet,0.2,5,13,0.07692307692307693,0.6153846153846154,False,0.3244
16,restrictive,folder,0.0,1,15,0.0,0.9333333333333333,False,0.0017
16,restrictive,hat,0.0,1,15,0.0,0.9333333333333333,True,0.9457
16,restrictive,magnifying glass,0.0,1,15,0.0,0.9333333333333333,False,0.0001
16,restrictive,wallet,1.0,1,15,0.06666666666666667,0.9333333333333333,False,0.0525
17,non-restrictive,backpack,0.0,6,15,0.0,0.6,False,0.7513
17,non-restrictive,dress,0.0,6,15,0.0,0.6,True,0.2054
17,non-restrictive,lantern,0.3333333333333333,6,15,0.13333333333333333,0.6,False,0.0351
17,non-restrictive,ribbon,0.6666666666666666,6,15,0.26666666666666666,0.6,False,0.0081
17,restrictive,backpack,0.25,2,13,0.038461538461538464,0.8461538461538461,False,0.0075
17,restrictive,dress,0.5,2,13,0.07692307692307693,0.8461538461538461,True,0.9709
17,restrictive,lantern,0.0,2,13,0.0,0.8461538461538461,False,0.0004
17,restrictive,ribbon,0.25,2,13,0.038461538461538464,0.8461538461538461,False,0.0212
18,non-restrictive,bucket,0.6667,1,13,0.05128461538461538,0.9230769230769231,False,0.1204
18,non-restrictive,rope,0.0,1,13,0.0,0.9230769230769231,False,0.2437
18,non-restrictive,stone,0.0,1,13,0.0,0.9230769230769231,False,0.5163
18,non-restrictive,wood,0.3333,1,13,0.025638461538461537,0.9230769230769231,True,0.1197
18,restrictive,bucket,0.25,2,15,0.03333333333333333,0.8666666666666667,False,0.0039
18,restrictive,rope,0.0,2,15,0.0,0.8666666666666667,False,0.0806
18,restrictive,stone,0.5,2,15,0.06666666666666667,0.8666666666666667,False,0.0384
18,restrictive,wood,0.25,2,15,0.03333333333333333,0.8666666666666667,True,0.8771
19,non-restrictive,feather,0.0,4,15,0.0,0.7333333333333333,False,0.1055
19,non-restrictive,football,0.875,4,15,0.23333333333333334,0.7333333333333333,True,0.3208
19,non-restrictive,leaf,0.0,4,15,0.0,0.7333333333333333,False,0.15
19,non-restrictive,stick,0.125,4,15,0.03333333333333333,0.7333333333333333,False,0.4237
19,restrictive,feather,0.0,1,13,0.0,0.9230769230769231,False,0.0026
19,restrictive,football,0.0,1,13,0.0,0.9230769230769231,True,0.9176
19,restrictive,leaf,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.0058
19,restrictive,stick,0.0,1,13,0.0,0.9230769230769231,False,0.074
20,non-restrictive,bowl,,0,13,0.0,1.0,False,0.8064
20,non-restrictive,bread,,0,13,0.0,1.0,True,0.1363
20,non-restrictive,spatula,,0,13,0.0,1.0,False,0.0072
20,non-restrictive,spoon,,0,13,0.0,1.0,False,0.0502
20,restrictive,bowl,0.0,3,15,0.0,0.8,False,0.0242
20,restrictive,bread,0.6666666666666666,3,15,0.13333333333333333,0.8,True,0.9725
20,restrictive,spatula,0.0,3,15,0.0,0.8,False,0.0004
20,restrictive,spoon,0.3333333333333333,3,15,0.06666666666666667,0.8,False,0.0028
21,non-restrictive,block,0.0,4,15,0.0,0.7333333333333333,False,0.214
21,non-restrictive,crayon,0.0,4,15,0.0,0.7333333333333333,False,0.0307
21,non-restrictive,cup,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.4782
21,non-restrictive,kitten,0.75,4,15,0.2,0.7333333333333333,True,0.2771
21,restrictive,block,0.0,2,13,0.0,0.8461538461538461,False,0.0802
21,restrictive,crayon,0.0,2,13,0.0,0.8461538461538461,False,0.0327
21,restrictive,cup,1.0,2,13,0.15384615384615385,0.8461538461538461,False,0.1791
21,restrictive,kitten,0.0,2,13,0.0,0.8461538461538461,True,0.708
22,non-restrictive,cushion,0.0,1,13,0.0,0.9230769230769231,False,0.1638
22,non-restrictive,flower,0.0,1,13,0.0,0.9230769230769231,True,0.5244
22,non-restrictive,magazine,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.2065
22,non-restrictive,vase,0.0,1,13,0.0,0.9230769230769231,False,0.1054
22,restrictive,cushion,0.1,5,15,0.03333333333333333,0.6666666666666666,False,0.038
22,restrictive,flower,0.2,5,15,0.06666666666666667,0.6666666666666666,True,0.8509
22,restrictive,magazine,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0644
22,restrictive,vase,0.5,5,15,0.16666666666666666,0.6666666666666666,False,0.0467
23,non-restrictive,coat,0.5,2,15,0.06666666666666667,0.8666666666666667,True,0.1168
23,non-restrictive,hook,0.5,2,15,0.06666666666666667,0.8666666666666667,False,0.0854
23,non-restrictive,poster,0.0,2,15,0.0,0.8666666666666667,False,0.5331
23,non-restrictive,towel,0.0,2,15,0.0,0.8666666666666667,False,0.2647
23,restrictive,coat,,0,13,0.0,1.0,True,0.4848
23,restrictive,hook,,0,13,0.0,1.0,False,0.2454
23,restrictive,poster,,0,13,0.0,1.0,False,0.0266
23,restrictive,towel,,0,13,0.0,1.0,False,0.2432
24,non-restrictive,card,0.0,2,13,0.0,0.8461538461538461,False,0.6608
24,non-restrictive,needle,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0916
24,non-restrictive,pencil,0.0,2,13,0.0,0.8461538461538461,False,0.1287
24,non-restrictive,scarf,0.5,2,13,0.07692307692307693,0.8461538461538461,True,0.1189
24,restrictive,card,0.0,1,15,0.0,0.9333333333333333,False,0.0453
24,restrictive,needle,0.0,1,15,0.0,0.9333333333333333,False,0.0484
24,restrictive,pencil,0.0,1,15,0.0,0.9333333333333333,False,0.0084
24,restrictive,scarf,1.0,1,15,0.06666666666666667,0.9333333333333333,True,0.8979
25,non-restrictive,glass,0.0,5,15,0.0,0.6666666666666666,False,0.9432
25,non-restrictive,plate,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0466
25,non-restrictive,potato,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.0019
25,non-restrictive,rabbit,0.6,5,15,0.2,0.6666666666666666,True,0.0083
25,restrictive,glass,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.2437
25,restrictive,plate,0.0,2,13,0.0,0.8461538461538461,False,0.0721
25,restrictive,potato,0.0,2,13,0.0,0.8461538461538461,False,0.0696
25,restrictive,rabbit,0.5,2,13,0.07692307692307693,0.8461538461538461,True,0.6146
26,non-restrictive,canvas,,0,13,0.0,1.0,True,0.1258
26,non-restrictive,keyboard,,0,13,0.0,1.0,False,0.1852
26,non-restrictive,peach,,0,13,0.0,1.0,False,0.0039
26,non-restrictive,rope,,0,13,0.0,1.0,False,0.6851
26,restrictive,canvas,0.0,3,15,0.0,0.8,True,0.892
26,restrictive,keyboard,0.3333333333333333,3,15,0.06666666666666667,0.8,False,0.0295
26,restrictive,peach,0.6666666666666666,3,15,0.13333333333333333,0.8,False,0.0114
26,restrictive,rope,0.0,3,15,0.0,0.8,False,0.0671
27,non-restrictive,candle,1.0,1,15,0.06666666666666667,0.9333333333333333,True,0.1523
27,non-restrictive,coaster,0.0,1,15,0.0,0.9333333333333333,False,0.0179
27,non-restrictive,coin,0.0,1,15,0.0,0.9333333333333333,False,0.1867
27,non-restrictive,package,0.0,1,15,0.0,0.9333333333333333,False,0.643
27,restrictive,candle,0.41664999999999996,2,13,0.06409999999999999,0.8461538461538461,True,0.9814
27,restrictive,coaster,0.25,2,13,0.038461538461538464,0.8461538461538461,False,0.0005
27,restrictive,coin,0.16665,2,13,0.025638461538461537,0.8461538461538461,False,0.012
27,restrictive,package,0.16665,2,13,0.025638461538461537,0.8461538461538461,False,0.0062
28,non-restrictive,frame,0.0,2,13,0.0,0.8461538461538461,False,0.0938
28,non-restrictive,lamp,0.16665,2,13,0.025638461538461537,0.8461538461538461,True,0.4398
28,non-restrictive,picture,0.83335,2,13,0.1282076923076923,0.8461538461538461,False,0.3946
28,non-restrictive,switch,0.0,2,13,0.0,0.8461538461538461,False,0.0718
28,restrictive,frame,0.0,4,15,0.0,0.7333333333333333,False,0.0007
28,restrictive,lamp,0.5,4,15,0.13333333333333333,0.7333333333333333,True,0.9835
28,restrictive,picture,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0034
28,restrictive,switch,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0124
29,non-restrictive,glove,0.0,3,15,0.0,0.8,False,0.2834
29,non-restrictive,milk,0.0,3,15,0.0,0.8,True,0.5161
29,non-restrictive,nut,0.0,3,15,0.0,0.8,False,0.0513
29,non-restrictive,sock,1.0,3,15,0.2,0.8,False,0.1492
29,restrictive,glove,0.0,1,13,0.0,0.9230769230769231,False,0.0001
29,restrictive,milk,1.0,1,13,0.07692307692307693,0.9230769230769231,True,0.9992
29,restrictive,nut,0.0,1,13,0.0,0.9230769230769231,False,0.0004
29,restrictive,sock,0.0,1,13,0.0,0.9230769230769231,False,0.0003
30,non-restrictive,comb,0.0,2,13,0.0,0.8461538461538461,False,0.012
30,non-restrictive,eraser,0.0,2,13,0.0,0.8461538461538461,False,0.0016
30,non-restrictive,newspaper,0.0,2,13,0.0,0.8461538461538461,True,0.9573
30,non-restrictive,tissue,1.0,2,13,0.15384615384615385,0.8461538461538461,False,0.0292
30,restrictive,comb,0.0,5,15,0.0,0.6666666666666666,False,0.0002
30,restrictive,eraser,0.4,5,15,0.13333333333333333,0.6666666666666666,False,0.0002
30,restrictive,newspaper,0.6,5,15,0.2,0.6666666666666666,True,0.9986
30,restrictive,tissue,0.0,5,15,0.0,0.6666666666666666,False,0.001
31,non-restrictive,cap,0.0,1,15,0.0,0.9333333333333333,False,0.3159
31,non-restrictive,dice,1.0,1,15,0.06666666666666667,0.9333333333333333,True,0.0618
31,non-restrictive,headphones,0.0,1,15,0.0,0.9333333333333333,False,0.3421
31,non-restrictive,watch,0.0,1,15,0.0,0.9333333333333333,False,0.2802
31,restrictive,cap,,0,13,0.0,1.0,False,0.0011
31,restrictive,dice,,0,13,0.0,1.0,True,0.9986
31,restrictive,headphones,,0,13,0.0,1.0,False,0.0
31,restrictive,watch,,0,13,0.0,1.0,False,0.0003
32,non-restrictive,bottle,,0,13,0.0,1.0,True,0.8685
32,non-restrictive,lemon,,0,13,0.0,1.0,False,0.0223
32,non-restrictive,seed,,0,13,0.0,1.0,False,0.0872
32,non-restrictive,sponge,,0,13,0.0,1.0,False,0.022
32,restrictive,bottle,0.2857142857142857,7,15,0.13333333333333333,0.5333333333333333,True,0.9702
32,restrictive,lemon,0.14285714285714285,7,15,0.06666666666666667,0.5333333333333333,False,0.0258
32,restrictive,seed,0.35714285714285715,7,15,0.16666666666666666,0.5333333333333333,False,0.0028
32,restrictive,sponge,0.21428571428571427,7,15,0.1,0.5333333333333333,False,0.0012
33,non-restrictive,beer,0.125,4,15,0.03333333333333333,0.7333333333333333,True,0.4361
33,non-restrictive,biscuit,0.125,4,15,0.03333333333333333,0.7333333333333333,False,0.0162
33,non-restrictive,kettle,0.375,4,15,0.1,0.7333333333333333,False,0.0763
33,non-restrictive,mug,0.375,4,15,0.1,0.7333333333333333,False,0.4714
33,restrictive,beer,0.0,1,13,0.0,0.9230769230769231,True,0.9874
33,restrictive,biscuit,0.0,1,13,0.0,0.9230769230769231,False,0.0003
33,restrictive,kettle,0.0,1,13,0.0,0.9230769230769231,False,0.0093
33,restrictive,mug,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.003
34,non-restrictive,box,0.5,1,13,0.038461538461538464,0.9230769230769231,False,0.8451
34,non-restrictive,envelope,0.5,1,13,0.038461538461538464,0.9230769230769231,False,0.0609
34,non-restrictive,gift,0.0,1,13,0.0,0.9230769230769231,False,0.0679
34,non-restrictive,suitcase,0.0,1,13,0.0,0.9230769230769231,True,0.0261
34,restrictive,box,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.8097
34,restrictive,envelope,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.1043
34,restrictive,gift,0.6,5,15,0.2,0.6666666666666666,False,0.0201
34,restrictive,suitcase,0.0,5,15,0.0,0.6666666666666666,True,0.0659
35,non-restrictive,notebook,0.0,5,15,0.0,0.6666666666666666,False,0.1446
35,non-restrictive,pillow,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.5341
35,non-restrictive,puzzle,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.2028
35,non-restrictive,radio,0.6,5,15,0.2,0.6666666666666666,True,0.1185
36,non-restrictive,brush,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.3088
36,non-restrictive,mascara,0.0,2,13,0.0,0.8461538461538461,True,0.1704
36,non-restrictive,mirror,0.0,2,13,0.0,0.8461538461538461,False,0.2097
36,non-restrictive,pot,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.311
36,restrictive,brush,1.0,1,15,0.06666666666666667,0.9333333333333333,False,0.2434
36,restrictive,mascara,0.0,1,15,0.0,0.9333333333333333,True,0.2635
36,restrictive,mirror,0.0,1,15,0.0,0.9333333333333333,False,0.3065
36,restrictive,pot,0.0,1,15,0.0,0.9333333333333333,False,0.1866
37,non-restrictive,boxes,1.0,1,15,0.06666666666666667,0.9333333333333333,False,0.918
37,non-restrictive,clips,0.0,1,15,0.0,0.9333333333333333,False,0.016
37,non-restrictive,lego,0.0,1,15,0.0,0.9333333333333333,True,0.0
37,non-restrictive,papers,0.0,1,15,0.0,0.9333333333333333,False,0.066
37,restrictive,boxes,0.0,1,13,0.0,0.9230769230769231,False,0.6069
37,restrictive,clips,0.0,1,13,0.0,0.9230769230769231,False,0.1035
37,restrictive,lego,1.0,1,13,0.07692307692307693,0.9230769230769231,True,0.0024
37,restrictive,papers,0.0,1,13,0.0,0.9230769230769231,False,0.2872
38,non-restrictive,banana,,0,13,0.0,1.0,True,0.1622
38,non-restrictive,key,,0,13,0.0,1.0,False,0.3927
38,non-restrictive,marker,,0,13,0.0,1.0,False,0.4281
38,non-restrictive,mitten,,0,13,0.0,1.0,False,0.017
38,restrictive,banana,0.25,2,15,0.03333333333333333,0.8666666666666667,True,0.8902
38,restrictive,key,0.0,2,15,0.0,0.8666666666666667,False,0.0966
38,restrictive,marker,0.25,2,15,0.03333333333333333,0.8666666666666667,False,0.0087
38,restrictive,mitten,0.5,2,15,0.06666666666666667,0.8666666666666667,False,0.0045
39,non-restrictive,apron,0.4,5,15,0.13333333333333333,0.6666666666666666,True,0.2601
39,non-restrictive,broom,0.4,5,15,0.13333333333333333,0.6666666666666666,False,0.2379
39,non-restrictive,cloth,0.2,5,15,0.06666666666666667,0.6666666666666666,False,0.4633
39,non-restrictive,mop,0.0,5,15,0.0,0.6666666666666666,False,0.0387
39,restrictive,apron,0.5,1,13,0.038461538461538464,0.9230769230769231,True,0.0796
39,restrictive,broom,0.0,1,13,0.0,0.9230769230769231,False,0.0521
39,restrictive,cloth,0.5,1,13,0.038461538461538464,0.9230769230769231,False,0.8628
39,restrictive,mop,0.0,1,13,0.0,0.9230769230769231,False,0.0055
40,non-restrictive,buckle,0.0,1,13,0.0,0.9230769230769231,False,0.0678
40,non-restrictive,mat,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.8785
40,non-restrictive,shampoo,0.0,1,13,0.0,0.9230769230769231,False,0.0332
40,non-restrictive,shoelace,0.0,1,13,0.0,0.9230769230769231,True,0.0205
40,restrictive,buckle,0.5,1,15,0.03333333333333333,0.9333333333333333,False,0.4395
40,restrictive,mat,0.5,1,15,0.03333333333333333,0.9333333333333333,False,0.1137
40,restrictive,shampoo,0.0,1,15,0.0,0.9333333333333333,False,0.0042
40,restrictive,shoelace,0.0,1,15,0.0,0.9333333333333333,True,0.4426
41,non-restrictive,blouse,0.3333333333333333,3,15,0.06666666666666667,0.8,True,0.0442
41,non-restrictive,iron,0.6666666666666666,3,15,0.13333333333333333,0.8,False,0.6106
41,non-restrictive,pin,0.0,3,15,0.0,0.8,False,0.314
41,non-restrictive,toothbrush,0.0,3,15,0.0,0.8,False,0.0311
41,restrictive,blouse,,0,13,0.0,1.0,True,0.2874
41,restrictive,iron,,0,13,0.0,1.0,False,0.0489
41,restrictive,pin,,0,13,0.0,1.0,False,0.655
41,restrictive,toothbrush,,0,13,0.0,1.0,False,0.0087
42,non-restrictive,cone,0.0,1,13,0.0,0.9230769230769231,False,0.0265
42,non-restrictive,orange,0.0,1,13,0.0,0.9230769230769231,True,0.0727
42,non-restrictive,shell,0.0,1,13,0.0,0.9230769230769231,False,0.0229
42,non-restrictive,stone,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.8779
42,restrictive,cone,0.0,2,15,0.0,0.8666666666666667,False,0.0737
42,restrictive,orange,0.25,2,15,0.03333333333333333,0.8666666666666667,True,0.4535
42,restrictive,shell,0.75,2,15,0.1,0.8666666666666667,False,0.0827
42,restrictive,stone,0.0,2,15,0.0,0.8666666666666667,False,0.3901
43,non-restrictive,apple,0.46665999999999996,5,15,0.15555333333333332,0.6666666666666666,False,0.0169
43,non-restrictive,chalk,0.16665999999999997,5,15,0.05555333333333333,0.6666666666666666,False,0.014
43,non-restrictive,ruler,0.1,5,15,0.03333333333333333,0.6666666666666666,False,0.003
43,non-restrictive,shirt,0.26666,5,15,0.08888666666666666,0.6666666666666666,True,0.9662
43,restrictive,apple,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0065
43,restrictive,chalk,0.0,2,13,0.0,0.8461538461538461,False,0.0084
43,restrictive,ruler,0.0,2,13,0.0,0.8461538461538461,False,0.0052
43,restrictive,shirt,0.5,2,13,0.07692307692307693,0.8461538461538461,True,0.9799
44,non-restrictive,bolt,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.0742
44,non-restrictive,handle,0.0,1,13,0.0,0.9230769230769231,False,0.0461
