"acc","accuracy","audio_file","average_response_time","avg_rt","background","block_size","canvas_backend","clock_backend","color_backend","condition","correct","correct_experiment_intro","correct_experiment_intro2","correct_new_1_keyboard_response","correct_new_2_keyboard_response","correct_new_2_sketchpad","correct_new_3_keyboard_response","correct_new_3_sketchpad","correct_new_4_keyboard_response","correct_new_4_sketchpad","correct_new_5_keyboard_response","correct_new_5_sketchpad","correct_new_6_keyboard_response","correct_new_6_sketchpad","correct_new_7_keyboard_response","correct_new_7_sketchpad","correct_new_8_keyboard_response","correct_new_keyboard_response","correct_new_mouse_response","correct_welcome","count_definitions","count_experiment","count_experiment_intro","count_experiment_intro2","count_image_delay","count_image_nosub","count_image_sub","count_increment_roundCounter","count_instruction","count_instructions","count_log_instruction","count_new_1_inline_script","count_new_1_keyboard_response","count_new_1_pygaze_log","count_new_1_sketchpad","count_new_2_keyboard_response","count_new_2_pygaze_log","count_new_2_sketchpad","count_new_3_keyboard_response","count_new_3_sketchpad","count_new_4_keyboard_response","count_new_4_sketchpad","count_new_5_keyboard_response","count_new_5_sketchpad","count_new_6_keyboard_response","count_new_6_sketchpad","count_new_7_keyboard_response","count_new_7_sketchpad","count_new_8_keyboard_response","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_mouse_response","count_new_pygaze_init","count_new_pygaze_log","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_sentence_audio","count_trial_loop","count_trial_sequence","count_welcome","csv_filepath","csv_id","cursor_roi","cursor_x","cursor_y","datetime","delay_image_delay","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","id","image_nosub","image_sub","keyboard_backend","live_row","live_row_trial_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","psychopy_screen","repeat_cycle","response","response_experiment_intro","response_experiment_intro2","response_instruction","response_new_1_keyboard_response","response_new_1_sketchpad","response_new_2_keyboard_response","response_new_2_sketchpad","response_new_3_keyboard_response","response_new_3_sketchpad","response_new_4_keyboard_response","response_new_4_sketchpad","response_new_5_keyboard_response","response_new_5_sketchpad","response_new_6_keyboard_response","response_new_6_sketchpad","response_new_7_keyboard_response","response_new_7_sketchpad","response_new_8_keyboard_response","response_new_keyboard_response","response_new_mouse_response","response_time","response_time_experiment_intro","response_time_experiment_intro2","response_time_instruction","response_time_new_1_keyboard_response","response_time_new_1_sketchpad","response_time_new_2_keyboard_response","response_time_new_2_sketchpad","response_time_new_3_keyboard_response","response_time_new_3_sketchpad","response_time_new_4_keyboard_response","response_time_new_4_sketchpad","response_time_new_5_keyboard_response","response_time_new_5_sketchpad","response_time_new_6_keyboard_response","response_time_new_6_sketchpad","response_time_new_7_keyboard_response","response_time_new_7_sketchpad","response_time_new_8_keyboard_response","response_time_new_keyboard_response","response_time_new_mouse_response","response_time_welcome","response_welcome","round","round_decimals","sampler_backend","sentence","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_position","time_definitions","time_experiment","time_experiment_intro","time_experiment_intro2","time_image_delay","time_image_nosub","time_image_sub","time_increment_roundCounter","time_instruction","time_instructions","time_log_instruction","time_new_1_inline_script","time_new_1_keyboard_response","time_new_1_pygaze_log","time_new_1_sketchpad","time_new_2_keyboard_response","time_new_2_pygaze_log","time_new_2_sketchpad","time_new_3_keyboard_response","time_new_3_sketchpad","time_new_4_keyboard_response","time_new_4_sketchpad","time_new_5_keyboard_response","time_new_5_sketchpad","time_new_6_keyboard_response","time_new_6_sketchpad","time_new_7_keyboard_response","time_new_7_sketchpad","time_new_8_keyboard_response","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_mouse_response","time_new_pygaze_init","time_new_pygaze_log","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_sentence_audio","time_trial_loop","time_trial_sequence","time_welcome","timeout","title","total_correct","total_response_time","total_responses","width"
"100","100","18_r.wav","3793","3793","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","10","10","10","NA","0","NA","NA","10","10","0","NA","10","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","10","NA","0","10","10","10","10","10","0","10","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","18","19_pos4_nosub.png","19_pos4_sub.png","psycho","10","10","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2769.801800022833","17129.59360005334","6626.324199954979","NA","2769.801800022833","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","11","2","psycho","The boy will kick the football","1024","2","24000","-16","experiment","5","odd","4","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","266092.76020003017","270115.98270002287","265851.945900009","NA","93444.69110004138","NA","NA","263081.453199964","273069.86419996247","NA","NA","270116.04770005215","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","273089.65139999054","NA","32708.51260004565","270092.91210002266","266079.0242999792","263070.1533999527","263081.28140005283","270135.1737000514","154867.88689997047","266078.10130005237","5065.9204999683425","3000","SceneViewing","10","37933.96030017175","10","1920"
"100","100","0_r.wav","3691","3691","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","11","11","11","NA","0","NA","NA","11","11","0","NA","11","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","11","NA","0","11","11","11","11","11","0","11","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","0","1_pos2_nosub.png","1_pos2_sub.png","psycho","11","11","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2673.4297000803053","17129.59360005334","6626.324199954979","NA","2673.4297000803053","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","12","2","psycho","The boy will eat the cake","1024","2","24000","-16","experiment","5","odd","2","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","276004.81319997925","280029.452900053","275796.18349997327","NA","93444.69110004138","NA","NA","273121.87389994506","282709.95829999447","NA","NA","280029.5170999598","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","282729.6877000481","NA","32708.51260004565","280005.3503999952","275990.5687000137","273112.4846000457","273121.73759995494","280048.8473000005","154867.88689997047","275990.0320000015","5065.9204999683425","3000","SceneViewing","11","40607.39000025205","11","1920"
"100","100","3_r.wav","3571","3571","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","12","12","12","NA","0","NA","NA","12","12","0","NA","12","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","12","NA","0","12","12","12","12","12","0","12","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","3","4_pos1_nosub.png","4_pos1_sub.png","psycho","12","12","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2251.390099991113","17129.59360005334","6626.324199954979","NA","2251.390099991113","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","13","2","psycho","The woman will bathe the baby","1024","2","24000","-16","experiment","5","odd","1","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","285210.5940999463","289234.38569996506","285004.2492999928","NA","93444.69110004138","NA","NA","282752.15640000533","292329.9967000494","NA","NA","289234.456300037","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","292349.43329996895","NA","32708.51260004565","289211.0796000343","285196.87089999206","282742.2008999856","282752.0475999918","289253.5524000414","154867.88689997047","285196.289399988","5065.9204999683425","3000","SceneViewing","12","42858.780100243166","12","1920"
"100","100","42_n.wav","3461","3461","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","13","13","13","NA","0","NA","NA","13","13","0","NA","13","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","13","NA","0","13","13","13","13","13","0","13","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","42","43_pos4_nosub.png","43_pos4_sub.png","psycho","13","13","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2145.4946000594646","17129.59360005334","6626.324199954979","NA","2145.4946000594646","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","14","2","psycho","The woman will wash the shirt","1024","2","24000","-16","experiment","5","odd","4","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","294718.12870004214","298740.4145000037","294523.8177999854","NA","93444.69110004138","NA","NA","292377.79569998384","301629.9694000045","NA","NA","298740.46430003364","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","301648.7893000012","NA","32708.51260004565","298718.25260005426","294704.28599999286","292368.25019994285","292377.7021999704","298759.63019998744","154867.88689997047","294703.6368000554","5065.9204999683425","3000","SceneViewing","13","45004.27470030263","13","1920"
"100","100","30_n.wav","3434","3434","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","14","14","14","NA","0","NA","NA","14","14","0","NA","14","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","14","NA","0","14","14","14","14","14","0","14","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","30","31_pos4_nosub.png","31_pos4_sub.png","psycho","14","14","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","3081.1410999158397","17129.59360005334","6626.324199954979","NA","3081.1410999158397","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","15","2","psycho","The girl will grab the dice","1024","2","24000","-16","experiment","5","odd","4","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","304965.35509999376","308988.838099991","304748.3430999564","NA","93444.69110004138","NA","NA","301666.1641000537","311979.9054999603","NA","NA","308988.890800043","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","311999.2844000226","NA","32708.51260004565","308965.748699964","304948.69570003357","301655.67080001347","301666.0608999664","309007.79349997174","154867.88689997047","304947.6134000579","5065.9204999683425","3000","SceneViewing","14","48085.41580021847","14","1920"
"100","100","5_r.wav","3342","3342","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","15","15","15","NA","0","NA","NA","15","15","0","NA","15","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","15","NA","0","15","15","15","15","15","0","15","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","5","6_pos3_nosub.png","6_pos3_sub.png","psycho","15","15","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2053.6006999900565","17129.59360005334","6626.324199954979","NA","2053.6006999900565","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","16","2","psycho","The hiker will climb the mountain","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","314288.99589995854","318312.8879000433","314068.12199996784","NA","93444.69110004138","NA","NA","312013.74129997566","321370.1167999534","NA","NA","318312.98189994413","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","321389.3382999813","NA","32708.51260004565","318289.31020002346","314275.78969998285","312004.8616999993","312013.6238000123","318332.0503999712","154867.88689997047","314275.1908999635","5065.9204999683425","3000","SceneViewing","15","50139.01650020853","15","1920"
"100","100","21_r.wav","3262","3262","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","16","16","16","NA","0","NA","NA","16","16","0","NA","16","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","16","NA","0","16","16","16","16","16","0","16","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","21","22_pos3_nosub.png","22_pos3_sub.png","psycho","16","16","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2055.3890001028776","17129.59360005334","6626.324199954979","NA","2055.3890001028776","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","17","2","psycho","The woman will water the flower","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","323721.0499000503","327744.3962000543","323475.87810002733","NA","93444.69110004138","NA","NA","321419.82029995415","331009.8763999995","NA","NA","327744.4489999907","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","331028.70809996966","NA","32708.51260004565","327721.6204999713","323707.06579997204","321409.4539999496","321419.67600001954","327763.83840001654","154867.88689997047","323706.3717000419","5065.9204999683425","3000","SceneViewing","16","52194.405500311404","16","1920"
"100","100","32_n.wav","3216","3216","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","17","17","17","NA","0","NA","NA","17","17","0","NA","17","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","17","NA","0","17","17","17","17","17","0","17","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","32","33_pos2_nosub.png","33_pos2_sub.png","psycho","17","17","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2492.7860000170767","17129.59360005334","6626.324199954979","NA","2492.7860000170767","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","18","2","psycho","The woman will carry the beer","1024","2","24000","-16","experiment","5","odd","2","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","333754.1595000075","337782.0123999845","333547.7648000233","NA","93444.69110004138","NA","NA","331054.4100999832","340739.96519995853","NA","NA","337782.0953000337","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","340759.0678000124","NA","32708.51260004565","337754.49970003683","333740.76960003003","331043.93209994305","331054.2205000529","337801.64990003686","154867.88689997047","333740.1302000508","5065.9204999683425","3000","SceneViewing","17","54687.19150032848","17","1920"
"100","100","33_n.wav","3125","3125","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","18","18","18","NA","0","NA","NA","18","18","0","NA","18","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","18","NA","0","18","18","18","18","18","0","18","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","33","34_pos3_nosub.png","34_pos3_sub.png","psycho","18","18","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1573.4863000689074","17129.59360005334","6626.324199954979","NA","1573.4863000689074","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","19","2","psycho","The boy will open the suitcase","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","342554.6375999693","346577.42840005085","342347.9766000528","NA","93444.69110004138","NA","NA","340773.7559999805","349740.1431000326","NA","NA","346577.47370004654","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","349759.360200027","NA","32708.51260004565","346554.98180002905","342539.5673000021","340765.03859995864","340773.66379997693","346596.3673000224","154867.88689997047","342539.0483000083","5065.9204999683425","3000","SceneViewing","18","56260.67780039739","18","1920"
"100","100","25_n.wav","3046","3046","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","19","19","19","NA","0","NA","NA","19","19","0","NA","19","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","19","NA","0","19","19","19","19","19","0","19","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","25","26_pos3_nosub.png","26_pos3_sub.png","psycho","19","19","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1627.1695999894291","17129.59360005334","6626.324199954979","NA","1627.1695999894291","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","20","2","psycho","The man will move the canvas","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","351611.0906000249","355634.91499994416","351404.161100043","NA","93444.69110004138","NA","NA","349776.0726000415","358660.0465000374","NA","NA","355634.96860000305","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","358678.93759999424","NA","32708.51260004565","355611.72950000037","351596.4912000345","349765.5983000295","349775.91209998354","355654.88299995195","154867.88689997047","351595.95350001473","5065.9204999683425","3000","SceneViewing","19","57887.84740038682","19","1920"
"100","100","38_n.wav","3006","3006","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","20","20","20","NA","0","NA","NA","20","20","0","NA","20","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","20","NA","0","20","20","20","20","20","0","20","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","38","39_pos4_nosub.png","39_pos4_sub.png","psycho","20","20","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2238.357200054452","17129.59360005334","6626.324199954979","NA","2238.357200054452","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","21","2","psycho","The woman will carry the apron","1024","2","24000","-16","experiment","5","odd","4","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","361163.2830000017","365189.07780002337","360948.10429995414","NA","93444.69110004138","NA","NA","358708.88930000365","368240.0041000219","NA","NA","365189.1719000414","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","368259.44980001077","NA","32708.51260004565","365163.86890003923","361149.1073999787","358699.07420000527","358708.7921999628","365208.9022999862","154867.88689997047","361148.29299994744","5065.9204999683425","3000","SceneViewing","20","60126.20460044127","20","1920"
"100","100","35_n.wav","2968","2968","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","21","21","21","NA","0","NA","NA","21","21","0","NA","21","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","21","NA","0","21","21","21","21","21","0","21","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","35","36_pos1_nosub.png","36_pos1_sub.png","psycho","21","21","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2202.984999981709","17129.59360005334","6626.324199954979","NA","2202.984999981709","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","22","2","psycho","The girl will squeeze the mascara","1024","2","24000","-16","experiment","5","odd","1","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","370706.619799952","374729.15709996596","370491.91650003195","NA","93444.69110004138","NA","NA","368288.23189996183","378030.0380999688","NA","NA","374729.20970001724","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","378050.1881999662","NA","32708.51260004565","374706.92170003895","370690.4951999895","368278.41040003113","368288.11800002586","374748.1538000284","154867.88689997047","370690.06279995665","5065.9204999683425","3000","SceneViewing","21","62329.18960042298","21","1920"
